IG_USER_ID,USER_ID,USER_ID_INT,IG_USER_NAME,F_MEDIA_NOW,F_FOLLOWERS_NOW,F_FOLLOWING_NOW,F_ISPRIVATE_NOW,F_IS_BUSINESS,F_IS_MALE,F_IS_FEMALE
B71796AD-15E3-E511-827A-6451063D545C,1552141615  ,1552141615,aromamiss,564,19445,3043,0,1,0,0
A7542CAF-15E3-E511-827A-6451063D545C,1576142584  ,1576142584,specialgreen.ru,236,1290,2196,0,1,0,0
0130EAB0-15E3-E511-827A-6451063D545C,1602827931  ,1602827931,steelandwoodworkshop,131,749,2543,0,1,0,0
3EBA2FB1-15E3-E511-827A-6451063D545C,1612435925  ,1612435925,artidom.ru,586,13513,3651,0,1,0,0
1241D0B1-15E3-E511-827A-6451063D545C,1638669736  ,1638669736,kyznetsova_tatiana,121,904,4578,0,1,0,0
604F02B3-15E3-E511-827A-6451063D545C,1648220334  ,1648220334,sharm_bracelet_ufa,532,2327,2200,1,1,0,0
8E0B73B5-15E3-E511-827A-6451063D545C,1708148132  ,1708148132,dailydesignsketches,437,3355,2729,0,1,0,0
732F10B6-15E3-E511-827A-6451063D545C,1734338623  ,1734338623,malahovaira,3,409,1943,0,1,0,0
579A37B6-15E3-E511-827A-6451063D545C,1741196445  ,1741196445,vilmadent,10,176,1346,0,1,0,0
1B4453B8-15E3-E511-827A-6451063D545C,1791481922  ,1791481922,kochut_jewelry,480,16758,3312,0,1,0,0
50F06FB8-15E3-E511-827A-6451063D545C,1802545619  ,1802545619,kleopa_knopa_limargy,282,2036,480,0,1,0,0
50EE9CB8-15E3-E511-827A-6451063D545C,1809018365  ,1809018365,wearefashion_butik,838,13501,1552,0,1,0,0
1C52E3B8-15E3-E511-827A-6451063D545C,1820897129  ,1820897129,dymokugolek,300,5194,5783,0,1,0,0
402E74BA-15E3-E511-827A-6451063D545C,187023888   ,187023888,stemmy,434,205,120,0,0,0,1
719BADBA-15E3-E511-827A-6451063D545C,1909966419  ,1909966419,megabricks_museum,271,829,123,0,1,0,0
2ED9BDBA-15E3-E511-827A-6451063D545C,1915616021  ,1915616021,ilovecats.mrr,344,12525,4040,0,1,0,0
8E1B1ABB-15E3-E511-827A-6451063D545C,1920340878  ,1920340878,raschehlis,66,316,1979,0,1,0,0
F399B9BD-15E3-E511-827A-6451063D545C,196495853   ,196495853,marsi.anka,1193,157,85,0,0,0,1
585172C1-15E3-E511-827A-6451063D545C,2003617623  ,2003617623,domiq_proekti_domov,16,1801,2568,0,1,0,0
69ABF5C3-15E3-E511-827A-6451063D545C,20412714    ,20412714,kspshnik,283,222,355,1,0,1,0
C51924C6-15E3-E511-827A-6451063D545C,2074041671  ,2074041671,raratonvdb,6,2120,6654,0,1,0,0
932726C6-15E3-E511-827A-6451063D545C,2075210530  ,2075210530,butera_studio,152,602,4096,0,1,0,0
A83A2AC6-15E3-E511-827A-6451063D545C,2078327551  ,2078327551,boconceptshmitovsky16_2,106,1764,3267,0,1,0,0
E03D8EC6-15E3-E511-827A-6451063D545C,209440731   ,209440731,scumpia,24,40,39,0,0,0,1
08B6A0C6-15E3-E511-827A-6451063D545C,2098505771  ,2098505771,sunrise_and_life,36,293,630,0,0,0,1
CA74EEC6-15E3-E511-827A-6451063D545C,2101001901  ,2101001901,marinaindetails,50,31,94,1,0,0,1
FD7BD4C7-15E3-E511-827A-6451063D545C,2137225383  ,2137225383,salonsirena,61,291,4035,0,1,0,0
53AC1ECB-15E3-E511-827A-6451063D545C,2194193897  ,2194193897,casadeco_mebel,72,1468,7471,0,1,0,0
F914B4CC-15E3-E511-827A-6451063D545C,2225343471  ,2225343471,1_handmade,828,10061,4169,0,1,0,0
233C30CD-15E3-E511-827A-6451063D545C,2231881885  ,2231881885,salvaje_lifestyle,224,1004,7455,0,0,0,0
21ABC8CD-15E3-E511-827A-6451063D545C,2255601470  ,2255601470,annydress,99,884,2813,0,1,0,0
AE9584CE-15E3-E511-827A-6451063D545C,2266559454  ,2266559454,baby_club_severnoe_izmailovo,72,267,1206,0,1,0,0
A54A03D1-15E3-E511-827A-6451063D545C,2304874671  ,2304874671,halal_torti,330,1507,988,0,1,0,0
5F6BAED1-15E3-E511-827A-6451063D545C,237067969   ,237067969,ah_sergeevna,371,89,110,1,0,0,1
A011CDD1-15E3-E511-827A-6451063D545C,243965130   ,243965130,alena_komiss,719,337,185,0,0,0,1
F205D796-15E3-E511-827A-6451063D545C,1000309029  ,1000309029,n.farhodovna,421,293,147,0,1,0,0
D70FD796-15E3-E511-827A-6451063D545C,1001151637  ,1001151637,ksusha_karpova123,95,162,147,0,0,0,1
56019098-15E3-E511-827A-6451063D545C,1029583924  ,1029583924,anksiniya,62,197,133,0,0,0,1
A233A498-15E3-E511-827A-6451063D545C,1032182831  ,1032182831,oliashkanau,1198,83,56,0,0,0,1
BC3DA498-15E3-E511-827A-6451063D545C,1033083486  ,1033083486,___k_e_h_y_i___,104,171,122,0,0,0,1
9C3FA498-15E3-E511-827A-6451063D545C,1033249702  ,1033249702,malinkasweetty,52,108,108,0,0,0,1
A3306999-15E3-E511-827A-6451063D545C,1065528604  ,1065528604,coral_travel_leninskiy,1037,2469,5544,0,1,0,0
B9AC419A-15E3-E511-827A-6451063D545C,1101691875  ,1101691875,design_art_replico,454,9844,152,0,1,0,0
A74B8A9E-15E3-E511-827A-6451063D545C,1284867062  ,1284867062,timurhall,137,2321,5817,0,1,0,0
52ECC99E-15E3-E511-827A-6451063D545C,1289815576  ,1289815576,dariina622,77,149,217,0,1,0,0
DBF86B9F-15E3-E511-827A-6451063D545C,1308598157  ,1308598157,fapvan,155,34,34,1,0,0,1
782FD8A6-15E3-E511-827A-6451063D545C,145345680   ,145345680,dprosto,606,192,1044,1,0,1,0
42A70DA8-15E3-E511-827A-6451063D545C,1471823146  ,1471823146,warszawa_photo_kotomkina,137,2754,4940,0,1,0,0
35E524A9-15E3-E511-827A-6451063D545C,1484431312  ,1484431312,tamaris_russia,649,4722,436,0,1,0,0
86133DA9-15E3-E511-827A-6451063D545C,1489277817  ,1489277817,krasotkares,133,302,3828,0,1,0,0
F93B5CAA-15E3-E511-827A-6451063D545C,1500120658  ,1500120658,alena.alenka.aleno4ka,349,69,197,1,0,0,1
B93B82AA-15E3-E511-827A-6451063D545C,15026491    ,15026491,mmmaksimova,2194,191,266,1,0,0,1
902F7DAC-15E3-E511-827A-6451063D545C,1540584476  ,1540584476,budem_blizhe,507,8025,4764,0,1,0,0
8B57D0AF-15E3-E511-827A-6451063D545C,1599854837  ,1599854837,lamponeshop,2266,5088,6561,0,1,0,0
6DC5BDB1-15E3-E511-827A-6451063D545C,1637048167  ,1637048167,alice_lipilina,79,84,78,0,0,0,1
3C7804B3-15E3-E511-827A-6451063D545C,1649505074  ,1649505074,abigben_com,281,1368,3318,0,1,0,0
FD4264B5-15E3-E511-827A-6451063D545C,1703264786  ,1703264786,tashamorozova_shop,144,1027,4661,0,1,0,0
B9522CB8-15E3-E511-827A-6451063D545C,1786008043  ,1786008043,showroomzarazka,1449,28686,2920,0,1,0,0
8F9EE9B8-15E3-E511-827A-6451063D545C,182543490   ,182543490,fisstashe4ka,776,406,308,0,0,0,1
396D89BA-15E3-E511-827A-6451063D545C,1900299976  ,1900299976,sycheva75.ms,25,10,14,0,0,0,1
A52AE9BA-15E3-E511-827A-6451063D545C,191749424   ,191749424,dashashift,650,396,320,0,0,0,1
CF40CEBD-15E3-E511-827A-6451063D545C,1974212454  ,1974212454,ya.bogata,58,1713,7180,0,1,0,0
7B4B72C1-15E3-E511-827A-6451063D545C,2003384992  ,2003384992,lotosplus_ru,201,1126,5867,0,1,0,0
27264BC3-15E3-E511-827A-6451063D545C,2032882808  ,2032882808,dorf_project,176,3009,6494,0,1,0,0
95F56FC4-15E3-E511-827A-6451063D545C,2062820541  ,2062820541,arina.aksenova.jewelry,267,1331,2671,0,1,0,0
FFDE15C6-15E3-E511-827A-6451063D545C,2066526855  ,2066526855,zaryadis,9,7561,3353,0,1,0,0
CCC858C7-15E3-E511-827A-6451063D545C,211755694   ,211755694,lenagenie,212,60,58,1,0,0,1
B26FE8C7-15E3-E511-827A-6451063D545C,214323368   ,214323368,oskarbarna,82,22,33,0,0,1,0
562001CC-15E3-E511-827A-6451063D545C,2217447938  ,2217447938,olga_tamakhina,99,187,335,0,0,0,1
811E4ECD-15E3-E511-827A-6451063D545C,224250030   ,224250030,svetahonfleur,506,55,270,1,0,0,1
F950AACD-15E3-E511-827A-6451063D545C,2246051237  ,2246051237,helphunnies,88,1135,4324,0,1,0,0
8ABFBECD-15E3-E511-827A-6451063D545C,2252146337  ,2252146337,snezhkinna.acs,97,414,1342,0,1,0,0
5C5150CE-15E3-E511-827A-6451063D545C,2258811778  ,2258811778,vyazhem_teplo,101,563,30,0,1,0,0
C37855CE-15E3-E511-827A-6451063D545C,2262582529  ,2262582529,nashpagate,91,6828,2534,0,1,0,0
025BF1D0-15E3-E511-827A-6451063D545C,2293657603  ,2293657603,23_nadia,1,58,324,1,0,0,0
B08FB5D1-15E3-E511-827A-6451063D545C,240110436   ,240110436,kharlamova_victory,34,45,63,1,0,0,1
8C1B76D2-15E3-E511-827A-6451063D545C,260671715   ,260671715,onelife_official,1452,7905,5800,0,1,0,0
CF04DBD5-15E3-E511-827A-6451063D545C,29015997    ,29015997,jerranny,2351,57,376,1,0,0,1
931C8DD6-15E3-E511-827A-6451063D545C,305017227   ,305017227,alhimia,421,119,296,1,0,0,1
25168FD6-15E3-E511-827A-6451063D545C,305333723   ,305333723,moroz8313,5,14,24,1,0,0,1
CEB649D7-15E3-E511-827A-6451063D545C,329578216   ,329578216,koshechkapuma,70,219,204,0,0,0,1
A261D5D7-15E3-E511-827A-6451063D545C,345378036   ,345378036,che_shira,362,65,71,1,0,0,1
CCD858D8-15E3-E511-827A-6451063D545C,360752817   ,360752817,be_in_lovve,167,110,498,0,0,0,1
0D4E7BD8-15E3-E511-827A-6451063D545C,363976941   ,363976941,svetlanamikhaylovskaya,2,133,269,0,0,0,1
F2D7C2DB-15E3-E511-827A-6451063D545C,41305052    ,41305052,lubov_dol,712,105,139,1,0,0,1
F90167DC-15E3-E511-827A-6451063D545C,44952833    ,44952833,more_tepla,1383,575,400,1,0,0,1
1775E4DC-15E3-E511-827A-6451063D545C,475320806   ,475320806,cdorn305,318,100,86,0,0,1,0
4875E4DC-15E3-E511-827A-6451063D545C,475324546   ,475324546,vericodesigner,691,3400,2170,0,1,0,0
A19E5EDD-15E3-E511-827A-6451063D545C,50202817    ,50202817,milawka22,950,348,228,0,0,0,1
EA2371E1-15E3-E511-827A-6451063D545C,589225624   ,589225624,irinavisa,191,186,117,0,0,0,1
802971E1-15E3-E511-827A-6451063D545C,589504070   ,589504070,_alex_odessa_,86,477,92,0,0,1,0
6CE48F98-15E3-E511-827A-6451063D545C,1026948730  ,1026948730,sergeykrup27,313,1155,7454,0,0,0,0
662CA498-15E3-E511-827A-6451063D545C,10313283    ,10313283,akki12,1585,1624,100,0,0,1,0
3832A498-15E3-E511-827A-6451063D545C,1032041186  ,1032041186,_akapitonov_,288,71,57,0,0,1,0
6C3DA498-15E3-E511-827A-6451063D545C,1033059515  ,1033059515,alidikly,196,131,56,0,0,0,1
7C579899-15E3-E511-827A-6451063D545C,1075915936  ,1075915936,alisathechihuahua,46,3667,3593,0,1,0,0
6F291B9A-15E3-E511-827A-6451063D545C,1093369236  ,1093369236,_maraberg,81,160,192,0,0,0,1
3FC51F9A-15E3-E511-827A-6451063D545C,1097645361  ,1097645361,typicalhookah,3401,33138,3548,0,1,0,0
2D8DB69A-15E3-E511-827A-6451063D545C,1120817430  ,1120817430,_nelliel_,428,3506,7489,0,1,0,0
A74AE79A-15E3-E511-827A-6451063D545C,1137503896  ,1137503896,fm_vera,415,97,117,1,0,0,1
13A6F79B-15E3-E511-827A-6451063D545C,1180403055  ,1180403055,asergeeva11,185,84,554,1,0,0,1
1CFE749F-15E3-E511-827A-6451063D545C,1317026619  ,1317026619,alegriasim,1288,2407,1548,1,0,0,1
A9D728A1-15E3-E511-827A-6451063D545C,1370179332  ,1370179332,ritmclub,252,2778,3523,0,1,0,0
80D4A4A1-15E3-E511-827A-6451063D545C,1379585399  ,1379585399,therealmma,60,137,3180,1,1,0,0
E8C6A7A2-15E3-E511-827A-6451063D545C,1397586920  ,1397586920,netsquirrel,68,159,403,0,0,0,1
DA6B52A4-15E3-E511-827A-6451063D545C,1424082454  ,1424082454,vetlecar495,192,3492,6518,0,1,0,0
DB10DAAD-15E3-E511-827A-6451063D545C,1560700761  ,1560700761,edp555,100,225,3827,0,1,0,0
6A86CDAE-15E3-E511-827A-6451063D545C,1566937863  ,1566937863,buslay_sergio,28,134,191,0,0,1,0
7788CDAE-15E3-E511-827A-6451063D545C,1567016344  ,1567016344,ekaterina_fedorchenko,112,5850,2043,0,1,0,0
C73D22AF-15E3-E511-827A-6451063D545C,1575638241  ,1575638241,marinafelicidad,103,30,69,1,0,0,1
CCC468AF-15E3-E511-827A-6451063D545C,1585600976  ,1585600976,rabotay_doma81,15,343,3241,0,1,0,0
7235E4B0-15E3-E511-827A-6451063D545C,1600303439  ,1600303439,funnyhats0,58,574,1385,0,1,0,0
B8878AB6-15E3-E511-827A-6451063D545C,1756568565  ,1756568565,flashmob_msk,5,113,1452,0,1,0,0
DF7F9BB6-15E3-E511-827A-6451063D545C,1759469923  ,1759469923,k.datini,189,21123,931,0,1,0,0
3DF1D8B7-15E3-E511-827A-6451063D545C,176796721   ,176796721,u_podrug_nail,133,4568,3207,0,1,0,0
0482E5B8-15E3-E511-827A-6451063D545C,1823075224  ,1823075224,la_hookah,213,1561,7269,0,1,0,0
49E9B6BA-15E3-E511-827A-6451063D545C,1910602647  ,1910602647,gbclinic,54,482,3782,0,1,0,0
EC6DC9BD-15E3-E511-827A-6451063D545C,1972266700  ,1972266700,kiki__accessory26,224,2007,6349,0,1,0,0
5F446BC0-15E3-E511-827A-6451063D545C,1977230145  ,1977230145,alcudiavillas,140,1249,7392,0,1,0,0
CE657EC0-15E3-E511-827A-6451063D545C,19888820    ,19888820,olgametalnikova,200,196,140,0,0,0,1
AF2885C1-15E3-E511-827A-6451063D545C,2008406642  ,2008406642,10deselena71,189,933,6647,0,1,0,0
F5545AC4-15E3-E511-827A-6451063D545C,2054298542  ,2054298542,bodybomba,126,1372,784,0,1,0,0
AF4F28C6-15E3-E511-827A-6451063D545C,20771217    ,20771217,masherka,1093,168,189,1,0,0,1
9E05F4C6-15E3-E511-827A-6451063D545C,210281080   ,210281080,tulipsforiren,80,90,89,1,0,0,1
C59C2EC8-15E3-E511-827A-6451063D545C,2147887478  ,2147887478,exlusive_portmone,9,2780,2759,0,1,0,0
98AFE4CB-15E3-E511-827A-6451063D545C,2208926900  ,2208926900,ch0io,85,192,663,1,1,0,0
932281CC-15E3-E511-827A-6451063D545C,2219411252  ,2219411252,m_a_l_l_o_w,166,7142,4899,0,1,0,0
198DB8CC-15E3-E511-827A-6451063D545C,2227692761  ,2227692761,zimnyayaskazka,30,222,1226,0,1,0,0
724C56D1-15E3-E511-827A-6451063D545C,2319186876  ,2319186876,pet.memza.ru,9,88,313,0,1,0,0
A0C67CD2-15E3-E511-827A-6451063D545C,261270390   ,261270390,avk_zebra,480,95,88,0,0,1,0
7E4AB4D2-15E3-E511-827A-6451063D545C,265465395   ,265465395,ell_elmira,43,40,30,0,0,0,1
920CE3D5-15E3-E511-827A-6451063D545C,2922540     ,2922540,vtatsiy,293,545,459,0,0,1,0
C501F5D5-15E3-E511-827A-6451063D545C,29347564    ,29347564,sinusoida,1695,119,338,1,0,0,1
02B8E5D6-15E3-E511-827A-6451063D545C,313391414   ,313391414,lonka87,439,175,222,1,0,0,1
BAB9E5D6-15E3-E511-827A-6451063D545C,313424730   ,313424730,rimskayadaria,263,301,285,0,0,0,1
10B053D8-15E3-E511-827A-6451063D545C,359066657   ,359066657,bonefallband,64,865,6274,0,1,0,0
BF89C0D8-15E3-E511-827A-6451063D545C,371872630   ,371872630,koshkamarusya,24,1460,3283,0,1,0,0
46CD13DB-15E3-E511-827A-6451063D545C,386120691   ,386120691,mashasvetankova,175,137,103,0,0,0,1
A86E03DC-15E3-E511-827A-6451063D545C,421746578   ,421746578,kirillovalova,151,2995,7248,0,1,0,0
17E814DC-15E3-E511-827A-6451063D545C,431495179   ,431495179,zoomagazin_dinozavrik,285,7641,6450,0,1,0,0
1876AEDC-15E3-E511-827A-6451063D545C,462733946   ,462733946,kalasava,651,38,105,1,0,0,1
9D2B3FDD-15E3-E511-827A-6451063D545C,49898797    ,49898797,kate_blondy,40,83,77,1,0,0,1
4A5D09E1-15E3-E511-827A-6451063D545C,56077512    ,56077512,atleka,55,125,183,1,0,0,1
A64EB0E2-15E3-E511-827A-6451063D545C,706335972   ,706335972,malinaaa_malinaa,331,164,127,0,0,0,1
744FB2E2-15E3-E511-827A-6451063D545C,708588870   ,708588870,masha_19_07,91,156,141,0,0,0,1
E7912FE3-15E3-E511-827A-6451063D545C,805934289   ,805934289,topnailsstudio,1505,6077,4576,0,1,0,0
E666CFE3-15E3-E511-827A-6451063D545C,879669147   ,879669147,cosmorelax_the_design,299,11833,3364,0,1,0,0
B7EF79E7-15E3-E511-827A-6451063D545C,9853192     ,9853192,beliayal,293,367,138,0,0,1,0
850AD796-15E3-E511-827A-6451063D545C,1000697856  ,1000697856,kuzne_tanya_tsova,172,124,104,0,0,0,1
0D1A5398-15E3-E511-827A-6451063D545C,1020788631  ,1020788631,dcfirstkemerovo,712,1774,916,0,1,0,0
83039098-15E3-E511-827A-6451063D545C,1029740760  ,1029740760,natalie_scorp,101,246,100,0,0,0,1
F8B1B698-15E3-E511-827A-6451063D545C,1036876646  ,1036876646,barbarhal,364,506,132,0,0,0,1
68514999-15E3-E511-827A-6451063D545C,1054275088  ,1054275088,sumkiboutique.ru,181,1646,6421,0,1,0,0
FB30149B-15E3-E511-827A-6451063D545C,1141846587  ,1141846587,balobantsev_a_e_,203,249,200,0,0,1,0
3B20CD9C-15E3-E511-827A-6451063D545C,1219828031  ,1219828031,instants_madlen,549,5932,7260,0,1,0,0
1B7E589D-15E3-E511-827A-6451063D545C,1236353863  ,1236353863,shuhmananna,61,31,38,1,0,0,1
550FCA9E-15E3-E511-827A-6451063D545C,1291300572  ,1291300572,boudoir_ua,505,6307,7370,0,1,0,0
5831F2AB-15E3-E511-827A-6451063D545C,1529264718  ,1529264718,maxgroomshow,356,1307,2517,0,1,0,0
C03FF4AB-15E3-E511-827A-6451063D545C,1529914047  ,1529914047,azacosm,21,2022,3373,0,1,0,0
BD43F6AB-15E3-E511-827A-6451063D545C,1530242196  ,1530242196,dolcevitamsk,132,500,5613,0,1,0,0
993B13AF-15E3-E511-827A-6451063D545C,1572376248  ,1572376248,oliaivanicheva,78,145,158,0,0,0,1
AF6CC2B1-15E3-E511-827A-6451063D545C,1637193401  ,1637193401,cherie_juliette,144,235,160,0,0,0,1
080EA2B3-15E3-E511-827A-6451063D545C,1683628451  ,1683628451,alllesyao,60,1185,4304,0,1,0,0
2111A2B3-15E3-E511-827A-6451063D545C,1683701723  ,1683701723,riol_print,4,136,2942,0,1,0,0
6C20A4B3-15E3-E511-827A-6451063D545C,1684501633  ,1684501633,miseen_dior,20,622,6000,0,1,0,0
9E3362B5-15E3-E511-827A-6451063D545C,1702461098  ,1702461098,mr.mishkin,45,6179,3507,0,1,0,0
8C0D6DB8-15E3-E511-827A-6451063D545C,1801906091  ,1801906091,e.t.we.love,188,1348,5766,0,1,0,0
2917F9B8-15E3-E511-827A-6451063D545C,182834390   ,182834390,dmitriy_voronin,1217,479,175,0,0,1,0
2D053BB9-15E3-E511-827A-6451063D545C,185722098   ,185722098,lasanaroma,755,209,198,1,0,0,1
4CC3C5BD-15E3-E511-827A-6451063D545C,1971387986  ,1971387986,sunnybazar,322,1765,725,0,1,0,0
1831B6C2-15E3-E511-827A-6451063D545C,201905648   ,201905648,ant_werpen,828,191,239,1,0,1,0
27C5CBC2-15E3-E511-827A-6451063D545C,2024214091  ,2024214091,country_handmade,1202,20105,2798,0,1,0,0
5524F3C2-15E3-E511-827A-6451063D545C,2027419211  ,2027419211,heart_made_vld,70,732,3615,0,1,0,0
73765AC4-15E3-E511-827A-6451063D545C,2055455858  ,2055455858,travelabouteurope,138,2293,5811,0,1,0,0
9AF21DC6-15E3-E511-827A-6451063D545C,206953715   ,206953715,lro111,15,44,55,0,0,0,1
19E11FC6-15E3-E511-827A-6451063D545C,20709261    ,20709261,junnyalice,713,382,488,0,0,0,1
B8B880C7-15E3-E511-827A-6451063D545C,2125568927  ,2125568927,rabota_online2305,129,1470,2272,0,1,0,0
290289C7-15E3-E511-827A-6451063D545C,2129070750  ,2129070750,abood.mohgazy,148,495,2932,0,0,1,0
ECF2C0C7-15E3-E511-827A-6451063D545C,2132208185  ,2132208185,margo.nn,310,964,3599,0,1,0,0
686EE6C7-15E3-E511-827A-6451063D545C,2142466578  ,2142466578,rabota_na_domu_777,66,637,2628,0,1,0,0
9F96EAC7-15E3-E511-827A-6451063D545C,214668093   ,214668093,stas2211,261,32,41,1,0,0,1
F57E5DC8-15E3-E511-827A-6451063D545C,215967577   ,215967577,sashavlasov37,886,613,4176,0,1,0,0
9A028BCA-15E3-E511-827A-6451063D545C,2178981771  ,2178981771,_.blvckcvt._,65,602,3106,0,1,0,0
E5069BCA-15E3-E511-827A-6451063D545C,218572074   ,218572074,shitikovdg,1415,400,209,0,0,1,0
06E0E7CB-15E3-E511-827A-6451063D545C,2210864824  ,2210864824,rutime.pro,46,1138,4675,0,1,0,0
E3F54BCD-15E3-E511-827A-6451063D545C,2242032709  ,2242032709,cityhall_barnaul,16,974,4428,0,1,0,0
72344ECD-15E3-E511-827A-6451063D545C,224316863   ,224316863,vikamos,236,113,139,1,0,0,1
D2B100CF-15E3-E511-827A-6451063D545C,2281451955  ,2281451955,salon_exclyziv,43,508,3168,0,1,0,0
438D53D1-15E3-E511-827A-6451063D545C,231766732   ,231766732,makkiivan,1413,1102,985,0,0,1,0
41E27CD2-15E3-E511-827A-6451063D545C,261814841   ,261814841,liolick78,387,123,155,1,0,0,1
B807EAD2-15E3-E511-827A-6451063D545C,272707009   ,272707009,hamman_,172,3836,2443,0,1,0,0
A96C55D6-15E3-E511-827A-6451063D545C,301705616   ,301705616,antiikea_shop,624,2175,846,0,1,0,0
6F79EAD6-15E3-E511-827A-6451063D545C,315014639   ,315014639,nodoubt19,169,213,135,0,0,0,1
E0E995D7-15E3-E511-827A-6451063D545C,339437689   ,339437689,brands_shop2014,754,12050,7447,0,1,0,0
6020E5D7-15E3-E511-827A-6451063D545C,348913319   ,348913319,latanya.shop,241,343,101,0,1,0,0
A2EE66D8-15E3-E511-827A-6451063D545C,36230243    ,36230243,safronel,777,443,288,0,0,0,1
8296CEDD-15E3-E511-827A-6451063D545C,525887188   ,525887188,missvetter,46,238,452,0,0,0,1
E7B79DE0-15E3-E511-827A-6451063D545C,538176698   ,538176698,mekha888,275,169,3063,1,1,0,0
2CC2B5E0-15E3-E511-827A-6451063D545C,543517438   ,543517438,iul_ka,258,214,291,0,0,0,1
4319B8E0-15E3-E511-827A-6451063D545C,54450677    ,54450677,lasfloresdeanastasia,231,6730,7407,0,1,0,0
0D7663E2-15E3-E511-827A-6451063D545C,681113636   ,681113636,fashion_mini_dog,908,11365,7298,0,1,0,0
4DBB77E2-15E3-E511-827A-6451063D545C,695315982   ,695315982,gikor_tovmasyan,21,547,3245,1,1,0,0
74CF61E3-15E3-E511-827A-6451063D545C,809276057   ,809276057,nkabochkina,90,313,78,0,0,0,1
5FC71B4A-4DE8-E511-827A-6451063D545C,1364048580  ,1364048580,olga8gromova6,10,91,584,0,1,0,0
79C71B4A-4DE8-E511-827A-6451063D545C,1976933067  ,1976933067,delivery_club_10,6,32,1376,0,1,0,0
410DD796-15E3-E511-827A-6451063D545C,1000933674  ,1000933674,lizbrkv,122,275,227,0,0,0,1
919E6598-15E3-E511-827A-6451063D545C,10250915    ,10250915,archichek,105,7978,133,0,1,0,0
C7FE8F98-15E3-E511-827A-6451063D545C,1029396270  ,1029396270,black___milk,56,78,76,0,0,0,1
0445A498-15E3-E511-827A-6451063D545C,1033676838  ,1033676838,yannakirs,344,117,75,0,0,0,1
2948A498-15E3-E511-827A-6451063D545C,1033875308  ,1033875308,_bobosya__,481,77,68,0,0,0,1
78A3B698-15E3-E511-827A-6451063D545C,1035223668  ,1035223668,pavlik1800,136,59,50,0,0,1,0
3DA8B698-15E3-E511-827A-6451063D545C,1035893223  ,1035893223,kira_maksimov,64,136,109,0,0,1,0
6CA8B698-15E3-E511-827A-6451063D545C,1035913067  ,1035913067,ninapln,382,588,112,0,0,0,1
D8A9B698-15E3-E511-827A-6451063D545C,1036054442  ,1036054442,emrahcangoz,135,177,149,0,0,1,0
FD54C998-15E3-E511-827A-6451063D545C,1042388373  ,1042388373,in_love2014,12,769,4561,1,1,0,0
8F79B69A-15E3-E511-827A-6451063D545C,1118880395  ,1118880395,frolkoredcat,288,1443,6912,0,1,0,0
