user_id,load_video,pause_video,play_video,seek_video,speed_change_video,stop_video
80,1.0,12.0,30.0,18.0,0.0,1.0
81,1.0,0.0,11.0,10.0,0.0,0.0
82,1.0,1.0,3.0,4.0,0.0,1.0
83,3.0,0.0,29.0,29.0,0.0,1.0
84,5.0,4.0,7.0,0.0,0.0,4.0
85,1.0,5.0,24.0,18.0,0.0,1.0
86,4.0,11.0,32.0,20.0,0.0,1.0
87,1.0,4.0,6.0,2.0,1.0,1.0
88,2.0,5.0,6.0,0.0,0.0,0.0
89,3.0,6.0,21.0,15.0,1.0,1.0
90,2.0,1.0,2.0,44.0,0.0,1.0
91,3.0,1.0,3.0,0.0,0.0,1.0
92,4.0,5.0,7.0,0.0,1.0,0.0
93,2.0,5.0,18.0,9.0,4.0,1.0
94,1.0,14.0,15.0,4.0,0.0,1.0
95,5.0,5.0,13.0,26.0,0.0,1.0
96,1.0,5.0,11.0,5.0,0.0,1.0
97,2.0,2.0,14.0,14.0,0.0,0.0
98,1.0,13.0,20.0,7.0,0.0,1.0
99,4.0,0.0,1.0,0.0,0.0,1.0
100,3.0,12.0,13.0,0.0,0.0,1.0
101,3.0,0.0,2.0,1.0,0.0,1.0
102,1.0,1.0,3.0,0.0,0.0,1.0
103,1.0,0.0,4.0,3.0,2.0,1.0
104,2.0,1.0,5.0,3.0,1.0,1.0
105,1.0,3.0,4.0,0.0,0.0,1.0
106,2.0,7.0,10.0,1.0,0.0,2.0
107,2.0,1.0,6.0,0.0,0.0,1.0
108,1.0,0.0,3.0,2.0,0.0,1.0
109,4.0,0.0,1.0,0.0,0.0,0.0
110,3.0,3.0,10.0,6.0,1.0,1.0
111,1.0,1.0,5.0,2.0,0.0,1.0
112,2.0,0.0,2.0,0.0,0.0,1.0
113,2.0,6.0,2.0,14.0,0.0,0.0
114,1.0,7.0,7.0,0.0,0.0,1.0
115,1.0,0.0,6.0,5.0,0.0,0.0
116,1.0,10.0,16.0,5.0,0.0,1.0
117,1.0,0.0,3.0,2.0,1.0,0.0
118,3.0,0.0,1.0,0.0,0.0,1.0
119,2.0,1.0,12.0,10.0,0.0,0.0
120,8.0,12.0,47.0,32.0,0.0,5.0
121,2.0,6.0,7.0,0.0,0.0,1.0
122,2.0,7.0,12.0,5.0,0.0,1.0
123,6.0,8.0,5.0,8.0,0.0,1.0
124,1.0,3.0,6.0,2.0,0.0,0.0
125,2.0,5.0,8.0,19.0,0.0,1.0
126,1.0,3.0,4.0,12.0,0.0,1.0
127,1.0,1.0,2.0,1.0,0.0,1.0
128,2.0,3.0,4.0,9.0,0.0,0.0
129,1.0,1.0,4.0,0.0,0.0,0.0
130,2.0,8.0,21.0,13.0,0.0,0.0
131,1.0,3.0,7.0,3.0,0.0,1.0
132,3.0,0.0,4.0,3.0,0.0,1.0
133,5.0,8.0,23.0,2.0,0.0,1.0
134,1.0,4.0,4.0,0.0,0.0,1.0
135,2.0,3.0,4.0,0.0,0.0,1.0
136,4.0,2.0,4.0,0.0,0.0,2.0
137,1.0,4.0,5.0,0.0,0.0,1.0
138,9.0,13.0,31.0,16.0,0.0,2.0
139,8.0,29.0,30.0,0.0,0.0,1.0
140,3.0,1.0,22.0,20.0,0.0,1.0
141,5.0,2.0,2.0,0.0,0.0,0.0
142,2.0,12.0,13.0,1.0,0.0,1.0
143,3.0,14.0,20.0,5.0,0.0,1.0
144,4.0,6.0,16.0,6.0,1.0,2.0
145,4.0,2.0,21.0,17.0,0.0,2.0
146,2.0,2.0,15.0,11.0,0.0,2.0
147,2.0,11.0,12.0,0.0,1.0,0.0
148,3.0,34.0,68.0,34.0,0.0,1.0
149,18.0,28.0,53.0,37.0,0.0,1.0
150,1.0,13.0,14.0,1.0,0.0,1.0
151,2.0,12.0,13.0,3.0,0.0,0.0
152,2.0,5.0,5.0,0.0,0.0,1.0
153,5.0,5.0,10.0,1.0,0.0,2.0
154,10.0,26.0,54.0,71.0,0.0,1.0
155,2.0,1.0,2.0,0.0,0.0,0.0
156,3.0,1.0,12.0,4.0,0.0,1.0
157,2.0,2.0,4.0,0.0,0.0,1.0
158,2.0,4.0,5.0,4.0,0.0,0.0
159,3.0,2.0,3.0,1.0,0.0,1.0
160,3.0,2.0,3.0,0.0,0.0,0.0
161,1.0,0.0,4.0,3.0,1.0,1.0
162,5.0,6.0,13.0,7.0,0.0,1.0
163,4.0,6.0,7.0,0.0,0.0,1.0
164,2.0,11.0,31.0,21.0,0.0,2.0
165,2.0,1.0,26.0,0.0,0.0,1.0
166,1.0,11.0,13.0,0.0,0.0,1.0
167,3.0,2.0,3.0,0.0,0.0,1.0
168,1.0,2.0,9.0,5.0,0.0,1.0
169,2.0,10.0,11.0,0.0,0.0,1.0
170,1.0,13.0,14.0,0.0,0.0,1.0
171,4.0,3.0,16.0,22.0,0.0,1.0
172,3.0,3.0,7.0,2.0,0.0,1.0
173,3.0,8.0,21.0,14.0,4.0,2.0
174,1.0,5.0,5.0,0.0,0.0,0.0
175,5.0,6.0,18.0,16.0,0.0,1.0
176,1.0,0.0,2.0,0.0,0.0,1.0
177,7.0,10.0,63.0,5.0,0.0,1.0
178,3.0,4.0,5.0,0.0,0.0,1.0
179,1.0,12.0,14.0,1.0,11.0,1.0
180,3.0,6.0,15.0,7.0,0.0,2.0
181,1.0,9.0,13.0,6.0,0.0,1.0
182,1.0,0.0,2.0,1.0,0.0,1.0
183,2.0,10.0,13.0,3.0,0.0,0.0
184,1.0,2.0,2.0,0.0,0.0,1.0
185,3.0,14.0,25.0,11.0,0.0,1.0
186,3.0,3.0,20.0,15.0,0.0,1.0
187,1.0,4.0,6.0,1.0,0.0,1.0
188,1.0,0.0,4.0,3.0,0.0,1.0
189,3.0,1.0,21.0,21.0,0.0,0.0
190,1.0,0.0,3.0,0.0,0.0,1.0
191,1.0,0.0,2.0,2.0,0.0,1.0
192,3.0,5.0,9.0,4.0,0.0,1.0
193,1.0,2.0,3.0,20.0,0.0,0.0
194,2.0,4.0,4.0,0.0,0.0,0.0
195,1.0,1.0,9.0,7.0,0.0,2.0
196,4.0,6.0,22.0,9.0,6.0,3.0
197,2.0,23.0,24.0,0.0,0.0,1.0
198,4.0,5.0,13.0,11.0,0.0,1.0
199,2.0,8.0,10.0,0.0,0.0,2.0
200,2.0,9.0,9.0,7.0,0.0,1.0
201,3.0,66.0,71.0,4.0,0.0,2.0
202,1.0,0.0,2.0,0.0,0.0,0.0
203,4.0,34.0,52.0,20.0,0.0,2.0
204,5.0,5.0,15.0,12.0,0.0,1.0
205,3.0,5.0,7.0,0.0,0.0,1.0
206,1.0,3.0,4.0,2.0,0.0,1.0
207,1.0,5.0,8.0,2.0,0.0,1.0
208,3.0,4.0,20.0,16.0,0.0,1.0
209,1.0,1.0,3.0,0.0,1.0,1.0
210,7.0,12.0,38.0,23.0,0.0,2.0
211,4.0,9.0,15.0,59.0,0.0,1.0
212,2.0,2.0,7.0,4.0,0.0,1.0
213,1.0,0.0,0.0,3.0,0.0,0.0
214,4.0,3.0,8.0,2.0,0.0,2.0
215,1.0,0.0,8.0,7.0,0.0,2.0
216,1.0,5.0,15.0,12.0,0.0,1.0
217,5.0,4.0,5.0,0.0,0.0,0.0
218,3.0,16.0,19.0,3.0,0.0,1.0
219,2.0,4.0,4.0,0.0,0.0,1.0
220,1.0,0.0,1.0,12.0,0.0,0.0
221,1.0,0.0,5.0,4.0,0.0,1.0
222,6.0,5.0,9.0,5.0,0.0,2.0
223,3.0,2.0,11.0,8.0,0.0,1.0
224,1.0,0.0,7.0,6.0,0.0,0.0
225,7.0,7.0,46.0,39.0,0.0,1.0
226,3.0,0.0,14.0,13.0,0.0,0.0
227,2.0,4.0,8.0,2.0,0.0,1.0
228,2.0,4.0,5.0,0.0,0.0,1.0
229,1.0,2.0,5.0,4.0,0.0,1.0
230,1.0,0.0,18.0,11.0,0.0,0.0
231,12.0,27.0,73.0,36.0,7.0,2.0
232,6.0,1.0,23.0,17.0,0.0,3.0
233,4.0,1.0,1.0,0.0,0.0,0.0
234,3.0,0.0,2.0,10.0,0.0,0.0
235,5.0,6.0,8.0,2.0,0.0,1.0
236,3.0,1.0,2.0,0.0,0.0,0.0
237,2.0,3.0,11.0,7.0,0.0,1.0
238,1.0,4.0,10.0,6.0,0.0,0.0
239,3.0,3.0,34.0,22.0,0.0,2.0
240,1.0,8.0,12.0,4.0,0.0,1.0
241,2.0,2.0,3.0,2.0,0.0,1.0
242,1.0,0.0,0.0,33.0,0.0,0.0
243,2.0,1.0,3.0,0.0,0.0,1.0
244,1.0,30.0,34.0,9.0,0.0,1.0
245,6.0,2.0,32.0,13.0,0.0,0.0
246,2.0,2.0,28.0,64.0,0.0,0.0
247,3.0,3.0,7.0,2.0,0.0,2.0
248,7.0,5.0,30.0,24.0,0.0,0.0
249,1.0,4.0,5.0,2.0,0.0,0.0
250,1.0,0.0,3.0,2.0,2.0,1.0
251,1.0,3.0,6.0,1.0,0.0,1.0
252,1.0,8.0,9.0,1.0,0.0,1.0
253,4.0,62.0,65.0,11.0,0.0,2.0
254,1.0,9.0,22.0,12.0,0.0,0.0
255,5.0,1.0,12.0,9.0,0.0,1.0
256,3.0,3.0,6.0,2.0,0.0,1.0
257,3.0,2.0,2.0,0.0,0.0,0.0
258,4.0,0.0,9.0,21.0,0.0,1.0
259,1.0,0.0,2.0,1.0,0.0,0.0
260,2.0,2.0,4.0,4.0,0.0,1.0
261,1.0,5.0,6.0,3.0,0.0,1.0
262,7.0,3.0,3.0,0.0,0.0,1.0
263,2.0,10.0,24.0,16.0,0.0,1.0
264,1.0,3.0,5.0,2.0,0.0,0.0
265,3.0,1.0,2.0,0.0,0.0,1.0
266,2.0,1.0,3.0,1.0,0.0,1.0
267,1.0,15.0,16.0,0.0,0.0,1.0
268,3.0,6.0,7.0,13.0,0.0,1.0
269,3.0,8.0,11.0,2.0,0.0,1.0
270,4.0,9.0,10.0,0.0,0.0,0.0
271,5.0,1.0,3.0,0.0,0.0,0.0
272,1.0,10.0,9.0,0.0,0.0,1.0
273,3.0,3.0,5.0,1.0,0.0,1.0
274,2.0,24.0,25.0,0.0,0.0,1.0
275,1.0,10.0,15.0,5.0,0.0,1.0
276,1.0,2.0,2.0,0.0,0.0,2.0
277,3.0,2.0,21.0,45.0,0.0,1.0
278,1.0,2.0,14.0,11.0,0.0,1.0
279,1.0,9.0,20.0,10.0,0.0,0.0
280,1.0,0.0,12.0,11.0,1.0,0.0
281,4.0,41.0,57.0,30.0,0.0,1.0
282,12.0,1.0,14.0,12.0,0.0,0.0
283,4.0,2.0,5.0,0.0,0.0,1.0
284,2.0,10.0,12.0,1.0,0.0,0.0
285,1.0,7.0,18.0,15.0,4.0,1.0
286,2.0,26.0,35.0,9.0,0.0,3.0
287,3.0,1.0,13.0,10.0,0.0,1.0
288,2.0,2.0,4.0,1.0,0.0,1.0
289,1.0,7.0,16.0,8.0,0.0,1.0
290,2.0,2.0,5.0,2.0,0.0,1.0
291,1.0,3.0,6.0,2.0,0.0,1.0
292,3.0,6.0,7.0,11.0,0.0,1.0
293,4.0,8.0,11.0,1.0,0.0,1.0
294,2.0,4.0,9.0,4.0,0.0,1.0
295,1.0,0.0,9.0,5.0,0.0,1.0
296,2.0,4.0,8.0,2.0,0.0,2.0
297,1.0,2.0,3.0,1.0,0.0,1.0
298,4.0,1.0,3.0,2.0,0.0,2.0
299,3.0,5.0,5.0,1.0,0.0,1.0
300,2.0,8.0,8.0,0.0,1.0,1.0
301,1.0,6.0,17.0,14.0,0.0,1.0
302,4.0,2.0,17.0,19.0,0.0,1.0
303,1.0,5.0,6.0,1.0,0.0,1.0
304,2.0,8.0,8.0,0.0,0.0,1.0
305,1.0,2.0,10.0,7.0,0.0,0.0
306,8.0,21.0,60.0,38.0,0.0,2.0
307,2.0,4.0,17.0,10.0,0.0,1.0
308,2.0,5.0,12.0,6.0,0.0,0.0
309,2.0,11.0,12.0,1.0,0.0,1.0
310,4.0,24.0,59.0,41.0,0.0,1.0
311,2.0,3.0,4.0,1.0,0.0,1.0
312,2.0,3.0,5.0,0.0,0.0,1.0
313,4.0,15.0,23.0,15.0,0.0,1.0
314,5.0,29.0,34.0,26.0,0.0,1.0
315,2.0,4.0,10.0,5.0,0.0,1.0
316,5.0,11.0,35.0,19.0,0.0,2.0
317,1.0,1.0,7.0,9.0,0.0,1.0
318,1.0,1.0,23.0,21.0,0.0,0.0
319,1.0,3.0,5.0,0.0,0.0,1.0
320,6.0,16.0,18.0,5.0,1.0,2.0
321,1.0,6.0,8.0,0.0,0.0,1.0
322,3.0,4.0,16.0,31.0,0.0,0.0
323,1.0,10.0,13.0,2.0,0.0,1.0
324,1.0,1.0,5.0,2.0,0.0,2.0
325,5.0,6.0,11.0,12.0,0.0,1.0
326,2.0,1.0,1.0,0.0,1.0,1.0
327,6.0,1.0,27.0,23.0,0.0,1.0
328,1.0,10.0,11.0,0.0,1.0,0.0
329,3.0,10.0,12.0,0.0,0.0,0.0
330,2.0,1.0,3.0,0.0,1.0,0.0
331,1.0,1.0,12.0,10.0,0.0,1.0
332,2.0,2.0,37.0,1.0,0.0,1.0
333,6.0,64.0,84.0,50.0,0.0,2.0
334,4.0,0.0,18.0,11.0,0.0,0.0
335,1.0,4.0,9.0,6.0,0.0,0.0
336,1.0,6.0,7.0,0.0,0.0,1.0
337,2.0,2.0,3.0,1.0,0.0,1.0
338,2.0,4.0,8.0,1.0,0.0,2.0
339,2.0,5.0,8.0,2.0,0.0,2.0
340,2.0,1.0,5.0,3.0,0.0,1.0
341,2.0,1.0,2.0,1.0,0.0,1.0
342,2.0,0.0,1.0,0.0,1.0,0.0
343,4.0,0.0,2.0,2.0,0.0,1.0
344,1.0,6.0,12.0,6.0,0.0,1.0
345,4.0,17.0,45.0,23.0,0.0,1.0
346,2.0,0.0,6.0,1.0,0.0,1.0
347,2.0,13.0,14.0,3.0,0.0,1.0
348,7.0,10.0,11.0,6.0,0.0,1.0
349,1.0,13.0,15.0,0.0,1.0,1.0
350,3.0,1.0,4.0,1.0,0.0,1.0
351,2.0,50.0,52.0,4.0,0.0,1.0
352,5.0,36.0,37.0,0.0,0.0,1.0
353,2.0,10.0,13.0,2.0,0.0,0.0
354,2.0,0.0,5.0,3.0,0.0,2.0
355,4.0,21.0,30.0,10.0,0.0,1.0
356,1.0,2.0,4.0,11.0,0.0,1.0
357,4.0,1.0,4.0,1.0,0.0,2.0
358,5.0,18.0,42.0,22.0,2.0,0.0
359,2.0,5.0,28.0,21.0,0.0,1.0
360,2.0,4.0,23.0,18.0,0.0,1.0
361,1.0,1.0,5.0,0.0,0.0,0.0
362,3.0,22.0,23.0,1.0,0.0,1.0
363,2.0,4.0,3.0,2.0,0.0,0.0
364,1.0,2.0,8.0,5.0,0.0,1.0
365,2.0,1.0,2.0,0.0,5.0,1.0
366,1.0,2.0,4.0,0.0,1.0,1.0
367,2.0,3.0,6.0,2.0,0.0,1.0
368,5.0,4.0,6.0,1.0,0.0,1.0
369,15.0,5.0,18.0,31.0,0.0,10.0
370,2.0,8.0,10.0,1.0,0.0,1.0
371,2.0,1.0,7.0,5.0,0.0,1.0
372,2.0,2.0,2.0,0.0,0.0,0.0
373,2.0,7.0,9.0,1.0,0.0,0.0
374,1.0,2.0,4.0,1.0,0.0,1.0
375,11.0,5.0,16.0,7.0,0.0,7.0
376,4.0,1.0,3.0,0.0,0.0,2.0
377,1.0,1.0,25.0,0.0,0.0,1.0
378,4.0,14.0,17.0,1.0,0.0,2.0
379,3.0,0.0,9.0,8.0,0.0,1.0
380,1.0,4.0,6.0,2.0,0.0,2.0
381,9.0,26.0,39.0,18.0,0.0,1.0
382,4.0,54.0,69.0,17.0,0.0,1.0
383,5.0,2.0,5.0,3.0,0.0,1.0
384,1.0,1.0,5.0,3.0,0.0,1.0
385,1.0,11.0,11.0,6.0,0.0,0.0
386,1.0,0.0,3.0,2.0,0.0,3.0
387,4.0,34.0,38.0,3.0,0.0,1.0
388,2.0,3.0,25.0,21.0,0.0,0.0
389,1.0,0.0,13.0,12.0,0.0,0.0
390,1.0,8.0,8.0,0.0,0.0,1.0
391,1.0,11.0,12.0,0.0,0.0,1.0
392,2.0,1.0,4.0,2.0,0.0,1.0
393,2.0,3.0,17.0,1.0,0.0,1.0
394,2.0,7.0,10.0,14.0,0.0,2.0
395,3.0,1.0,9.0,7.0,0.0,1.0
396,1.0,0.0,1.0,1.0,1.0,1.0
397,2.0,25.0,34.0,8.0,3.0,1.0
398,2.0,1.0,17.0,15.0,0.0,0.0
399,2.0,27.0,35.0,5.0,8.0,1.0
400,11.0,19.0,74.0,18.0,0.0,4.0
401,6.0,9.0,41.0,30.0,0.0,1.0
402,1.0,6.0,6.0,2.0,6.0,2.0
403,2.0,6.0,11.0,5.0,0.0,1.0
404,3.0,5.0,14.0,8.0,0.0,1.0
405,1.0,2.0,3.0,4.0,0.0,1.0
406,4.0,3.0,5.0,0.0,0.0,2.0
407,3.0,3.0,15.0,8.0,0.0,1.0
408,1.0,4.0,7.0,3.0,0.0,1.0
409,3.0,0.0,2.0,0.0,0.0,1.0
410,3.0,11.0,28.0,17.0,0.0,1.0
411,7.0,13.0,34.0,27.0,0.0,2.0
412,1.0,7.0,8.0,3.0,0.0,1.0
413,2.0,0.0,8.0,7.0,0.0,0.0
414,1.0,12.0,16.0,4.0,0.0,1.0
415,1.0,2.0,15.0,12.0,0.0,1.0
416,4.0,1.0,5.0,38.0,0.0,1.0
417,4.0,2.0,10.0,7.0,0.0,1.0
418,2.0,3.0,5.0,1.0,1.0,1.0
419,1.0,6.0,10.0,4.0,0.0,1.0
420,3.0,3.0,2.0,5.0,0.0,0.0
421,2.0,5.0,7.0,4.0,0.0,1.0
422,2.0,5.0,8.0,2.0,0.0,1.0
423,1.0,24.0,24.0,0.0,0.0,1.0
424,6.0,2.0,14.0,9.0,0.0,2.0
425,1.0,7.0,8.0,0.0,1.0,0.0
426,4.0,5.0,9.0,1.0,0.0,1.0
427,2.0,9.0,9.0,0.0,0.0,1.0
428,8.0,2.0,3.0,1.0,0.0,1.0
429,1.0,7.0,9.0,3.0,0.0,1.0
430,4.0,4.0,8.0,4.0,1.0,1.0
431,3.0,2.0,8.0,5.0,0.0,1.0
432,1.0,0.0,19.0,18.0,0.0,1.0
433,3.0,22.0,30.0,6.0,1.0,2.0
434,2.0,8.0,10.0,0.0,0.0,1.0
435,2.0,1.0,6.0,4.0,0.0,0.0
436,2.0,4.0,6.0,1.0,0.0,1.0
437,5.0,10.0,21.0,7.0,0.0,1.0
438,3.0,3.0,3.0,82.0,0.0,0.0
439,3.0,4.0,6.0,1.0,0.0,1.0
440,5.0,6.0,12.0,11.0,0.0,2.0
441,1.0,17.0,17.0,0.0,0.0,1.0
442,1.0,0.0,50.0,49.0,0.0,1.0
443,3.0,4.0,5.0,25.0,0.0,1.0
444,1.0,0.0,20.0,19.0,0.0,0.0
445,2.0,2.0,11.0,5.0,1.0,0.0
446,1.0,1.0,3.0,2.0,0.0,0.0
447,2.0,2.0,4.0,0.0,0.0,0.0
448,2.0,14.0,14.0,6.0,0.0,2.0
449,1.0,5.0,6.0,0.0,2.0,1.0
450,4.0,5.0,8.0,2.0,0.0,2.0
451,17.0,15.0,76.0,62.0,0.0,2.0
452,2.0,2.0,4.0,1.0,0.0,0.0
453,4.0,0.0,2.0,0.0,0.0,1.0
454,4.0,9.0,23.0,15.0,0.0,1.0
455,2.0,14.0,19.0,0.0,0.0,1.0
456,4.0,1.0,7.0,4.0,0.0,1.0
457,1.0,18.0,19.0,2.0,0.0,1.0
458,3.0,6.0,12.0,5.0,0.0,1.0
459,2.0,0.0,28.0,16.0,0.0,0.0
460,3.0,4.0,9.0,12.0,0.0,2.0
461,1.0,7.0,12.0,4.0,0.0,1.0
462,2.0,2.0,11.0,8.0,0.0,1.0
463,2.0,3.0,57.0,2.0,0.0,1.0
464,1.0,0.0,2.0,11.0,0.0,1.0
465,1.0,4.0,9.0,3.0,0.0,1.0
466,1.0,2.0,17.0,14.0,0.0,1.0
467,2.0,13.0,59.0,10.0,0.0,0.0
468,2.0,1.0,1.0,0.0,0.0,1.0
469,4.0,17.0,19.0,1.0,0.0,1.0
470,7.0,24.0,26.0,2.0,0.0,1.0
471,2.0,2.0,6.0,3.0,0.0,1.0
472,1.0,0.0,1.0,6.0,0.0,1.0
473,2.0,5.0,6.0,0.0,0.0,1.0
474,4.0,43.0,165.0,3.0,0.0,0.0
475,2.0,4.0,28.0,23.0,2.0,1.0
476,4.0,7.0,192.0,47.0,0.0,2.0
477,2.0,21.0,22.0,0.0,0.0,1.0
478,2.0,0.0,9.0,8.0,0.0,1.0
479,3.0,17.0,19.0,1.0,1.0,1.0
480,1.0,3.0,5.0,8.0,0.0,1.0
481,1.0,1.0,0.0,0.0,0.0,0.0
482,3.0,6.0,9.0,3.0,0.0,1.0
483,1.0,0.0,24.0,22.0,0.0,0.0
484,3.0,4.0,17.0,13.0,0.0,0.0
485,9.0,20.0,76.0,62.0,0.0,3.0
486,1.0,3.0,3.0,0.0,0.0,0.0
487,4.0,5.0,6.0,1.0,0.0,1.0
488,1.0,3.0,6.0,3.0,0.0,0.0
489,2.0,3.0,7.0,3.0,1.0,1.0
490,5.0,22.0,21.0,16.0,0.0,2.0
491,1.0,3.0,5.0,4.0,0.0,1.0
492,2.0,3.0,5.0,2.0,0.0,1.0
493,3.0,34.0,43.0,21.0,0.0,2.0
494,2.0,3.0,2.0,0.0,0.0,1.0
495,2.0,11.0,13.0,0.0,0.0,2.0
496,2.0,3.0,3.0,5.0,0.0,1.0
497,2.0,8.0,33.0,22.0,0.0,2.0
498,2.0,6.0,39.0,32.0,0.0,1.0
499,3.0,3.0,13.0,13.0,0.0,1.0
500,6.0,59.0,65.0,11.0,0.0,1.0
501,2.0,13.0,38.0,29.0,0.0,1.0
502,2.0,6.0,9.0,1.0,0.0,1.0
503,2.0,0.0,6.0,0.0,0.0,1.0
504,1.0,6.0,6.0,5.0,0.0,0.0
505,1.0,11.0,14.0,2.0,0.0,1.0
506,4.0,3.0,4.0,1.0,0.0,1.0
507,2.0,2.0,10.0,8.0,0.0,0.0
508,4.0,28.0,29.0,1.0,0.0,1.0
509,3.0,2.0,8.0,7.0,0.0,1.0
510,1.0,6.0,7.0,7.0,2.0,1.0
511,2.0,3.0,5.0,1.0,0.0,1.0
512,6.0,4.0,49.0,49.0,0.0,0.0
513,6.0,13.0,21.0,11.0,0.0,1.0
514,4.0,6.0,25.0,30.0,0.0,1.0
515,3.0,3.0,3.0,0.0,0.0,0.0
516,2.0,1.0,7.0,7.0,0.0,1.0
517,1.0,1.0,10.0,8.0,0.0,1.0
518,2.0,0.0,12.0,10.0,0.0,1.0
519,2.0,4.0,5.0,1.0,0.0,1.0
520,1.0,0.0,10.0,7.0,0.0,0.0
521,1.0,0.0,7.0,6.0,0.0,1.0
522,1.0,0.0,1.0,0.0,1.0,1.0
523,1.0,0.0,12.0,12.0,0.0,0.0
524,6.0,3.0,6.0,1.0,0.0,1.0
525,4.0,3.0,4.0,169.0,0.0,1.0
526,3.0,10.0,15.0,4.0,0.0,1.0
527,3.0,6.0,10.0,3.0,0.0,1.0
528,1.0,0.0,1.0,3.0,0.0,1.0
529,2.0,7.0,9.0,0.0,0.0,2.0
530,2.0,5.0,68.0,61.0,0.0,2.0
531,4.0,14.0,18.0,33.0,0.0,1.0
532,2.0,1.0,4.0,3.0,0.0,0.0
533,1.0,1.0,7.0,5.0,0.0,1.0
534,2.0,73.0,74.0,0.0,0.0,1.0
