id	taxactionSystem	regdt	workerCount	fssdccount	pfrdcCount	fnsdcCount	hasCloudCryptCertificate	OrgCreationDate	documentsCount	cnt_users	is_prolong
101362	УСН, Доходы 6%	2014-06-23	1.0	2.0	2.0	2.0	1	10.07.2014	5.0	0.0	1.0
101317	ЕНВД	2006-02-04	0.0	1.0	1.0	1.0	0	14.12.2014	0.0	0.0	0.0
107828	УСН, Доходы 6%	2004-04-28	3.0	2.0	3.0	0.0	1	01.01.1900	5.0	0.0	1.0
108648	ОСНО	2014-02-13	0.0	2.0	2.0	3.0	1	02.04.2014	7.0	0.0	1.0
107464	УСН, Доходы за вычетом расходов 15%	2014-06-28	1.0	1.0	2.0	2.0	1	05.06.2014	5.0	1.0	1.0
103631	УСН, Доходы 6%	2014-01-16	0.0	2.0	2.0	3.0	1	05.04.2016	5.0	1.0	1.0
107648	УСН, Доходы 6%	2008-02-02	3.0	0.0	0.0	0.0	0	02.03.2016	8.0	1.0	0.0
108591	ЕНВД	2012-12-18	2.0	0.0	0.0	0.0	0	01.01.1900	7.0	1.0	0.0
102875	ОСНО	2010-12-26	0.0	2.0	0.0	3.0	1	28.03.2016	9.0	1.0	1.0
103671	УСН, Доходы 6%	2012-06-07	1.0	0.0	0.0	0.0	0	24.02.2015	4.0	0.0	0.0
108847	УСН, Доходы 6%	2012-08-14	1.0	0.0	0.0	0.0	0	01.01.1900	0.0	0.0	0.0
106111	ОСНО	2006-04-11	0.0	2.0	0.0	3.0	1	26.07.2014	0.0	1.0	1.0
100671	УСН, Доходы 6% +ЕНВД	2014-11-05	1.0	1.0	1.0	2.0	1	13.03.2015	7.0	0.0	1.0
109557	УСН, Доходы 6%	2015-10-08	0.0	0.0	0.0	0.0	0	15.05.2015	0.0	0.0	0.0
106803	ОСНО	2014-05-24	0.0	0.0	0.0	0.0	0	25.09.2014	5.0	0.0	0.0
101779	УСН, Доходы за вычетом расходов 15%	2000-09-15	2.0	2.0	2.0	1.0	1	26.04.2016	5.0	1.0	1.0
106009	УСН, Доходы за вычетом расходов 7%	2012-06-25	1.0	0.0	0.0	0.0	0	21.03.2016	7.0	0.0	1.0
103141	ОСНО	2005-08-05	2.0	0.0	0.0	0.0	0	01.01.1900	0.0	0.0	0.0
100311	ОСНО	2015-09-10	0.0	1.0	1.0	2.0	1	30.08.2015	2.0	0.0	1.0
106667	УСН, Доходы 6%	2011-06-06	0.0	0.0	0.0	0.0	0	01.12.2014	0.0	0.0	0.0
101613	ОСНО	2001-09-02	3.0	2.0	3.0	2.0	1	01.01.1900	5.0	0.0	1.0
109535	ОСНО	2005-06-17	0.0	0.0	0.0	0.0	0	15.07.2014	0.0	0.0	0.0
105457	ОСНО	2013-03-04	1.0	0.0	2.0	2.0	0	01.01.1900	6.0	0.0	1.0
104598	ЕНВД	1994-12-28	1.0	0.0	0.0	0.0	0	15.04.2016	4.0	0.0	0.0
109477	ОСНО	2005-12-09	3.0	2.0	1.0	2.0	0	14.03.2016	0.0	0.0	1.0
103099	ОСНО	2015-02-16	1.0	1.0	1.0	3.0	1	26.12.2014	6.0	2.0	1.0
110140	УСН, Доходы за вычетом расходов 15%	2015-12-09	0.0	0.0	0.0	1.0	1	15.11.2015	4.0	0.0	0.0
106865	УСН, Доходы за вычетом расходов 10%	2013-10-26	2.0	0.0	0.0	0.0	0	01.01.1900	6.0	0.0	0.0
101573	УСН, Доходы за вычетом расходов 15% +ЕНВД	2014-05-07	1.0	1.0	1.0	1.0	1	19.01.2015	6.0	1.0	0.0
108914	ОСНО	2013-04-08	0.0	1.0	1.0	2.0	1	08.04.2015	5.0	1.0	1.0
107748	ОСНО	2013-11-25	0.0	0.0	0.0	1.0	1	01.01.1900	4.0	0.0	0.0
102106	УСН, Доходы 3%	2014-11-28	1.0	1.0	1.0	1.0	1	08.02.2015	6.0	1.0	1.0
100839	ОСНО	2010-10-27	0.0	0.0	0.0	0.0	0	01.01.1900	0.0	0.0	0.0
103571	УСН, Доходы 6%	2014-04-22	2.0	0.0	0.0	0.0	0	11.12.2014	5.0	0.0	0.0
102427	УСН, Доходы 6%	2015-07-14	0.0	0.0	0.0	0.0	1	13.06.2015	5.0	1.0	0.0
104970	ОСНО	2011-11-28	1.0	0.0	0.0	0.0	0	11.09.2014	7.0	1.0	1.0
102691	ОСНО	2012-11-10	1.0	1.0	0.0	1.0	1	22.05.2015	5.0	0.0	0.0
110017	ОСНО	2014-02-26	0.0	1.0	1.0	1.0	0	01.01.1900	2.0	1.0	0.0
107088	ОСНО	2004-11-15	5.0	0.0	0.0	0.0	0	20.03.2014	0.0	0.0	1.0
100782	УСН, Доходы за вычетом расходов 15%	2013-12-30	1.0	1.0	1.0	1.0	1	21.04.2015	7.0	1.0	1.0
106861	УСН, Доходы за вычетом расходов 15%	2013-11-26	1.0	2.0	2.0	2.0	1	25.09.2014	6.0	0.0	1.0
107914	ОСНО	2015-06-30	0.0	0.0	0.0	0.0	1	15.07.2015	0.0	1.0	0.0
100151	УСН, Доходы 6%	2009-09-20	2.0	1.0	0.0	1.0	1	01.01.1900	7.0	0.0	0.0
101798	УСН, Доходы 6%	2011-06-07	0.0	2.0	2.0	2.0	1	03.03.2016	6.0	0.0	1.0
108011	УСН, Доходы 6%	2015-06-09	0.0	1.0	1.0	2.0	1	22.06.2015	0.0	0.0	0.0
105091	ЕНВД	2001-05-03	1.0	2.0	2.0	2.0	1	06.04.2014	8.0	0.0	1.0
106300	ЕНВД	2009-06-30	4.0	2.0	3.0	4.0	1	14.04.2016	2.0	1.0	1.0
103256	УСН, Доходы за вычетом расходов 15% +ЕНВД	2014-10-19	2.0	2.0	2.0	3.0	1	02.10.2014	7.0	1.0	1.0
108035	ОСНО	2015-08-02	0.0	0.0	0.0	0.0	0	05.08.2015	2.0	0.0	0.0
101802	УСН, Доходы 6%	2014-01-17	1.0	1.0	2.0	2.0	1	08.10.2014	7.0	2.0	1.0
108996	УСН, Доходы 6%	2007-09-24	3.0	0.0	0.0	0.0	0	01.01.1900	6.0	0.0	0.0
109419	ОСНО	2008-01-12	0.0	2.0	0.0	3.0	0	01.01.1900	0.0	0.0	0.0
101253	УСН, Доходы за вычетом расходов 15%	2015-08-14	1.0	0.0	0.0	0.0	0	17.07.2015	2.0	1.0	0.0
101608	УСН, Доходы за вычетом расходов 7%	2008-09-15	0.0	0.0	0.0	1.0	0	14.05.2014	4.0	0.0	0.0
100593	УСН, Доходы 6%	2013-10-03	1.0	1.0	2.0	1.0	0	26.05.2014	5.0	0.0	0.0
100407	ОСНО	2012-11-27	0.0	0.0	0.0	0.0	0	25.03.2014	6.0	0.0	1.0
100524	УСН, Доходы 6%	1998-07-15	2.0	2.0	3.0	2.0	1	22.03.2016	5.0	0.0	1.0
108875	УСН, Доходы 6%	2015-01-06	0.0	0.0	0.0	0.0	0	29.12.2014	2.0	0.0	0.0
103576	УСН, Доходы 6%	2015-12-30	0.0	1.0	0.0	1.0	1	18.12.2015	1.0	0.0	1.0
105092	УСН, Доходы 6%	2014-04-26	0.0	2.0	1.0	2.0	1	29.03.2014	0.0	0.0	1.0
108167	УСН, Доходы за вычетом расходов 15%	2013-11-09	0.0	0.0	0.0	0.0	0	02.07.2014	7.0	1.0	1.0
103474	ОСНО	2014-04-08	0.0	1.0	1.0	2.0	0	25.03.2015	5.0	0.0	1.0
105629	ЕНВД	1999-07-11	3.0	1.0	0.0	0.0	0	22.03.2016	0.0	1.0	1.0
107072	ЕНВД	2004-11-03	2.0	0.0	0.0	0.0	0	01.01.1900	5.0	0.0	1.0
108741	УСН, Доходы 6%	2011-10-31	0.0	0.0	0.0	0.0	0	08.10.2014	5.0	0.0	0.0
100747	ОСНО	2015-03-30	0.0	1.0	1.0	2.0	1	23.07.2015	0.0	0.0	0.0
107886	ЕНВД	2002-06-02	1.0	0.0	0.0	0.0	0	24.07.2014	0.0	0.0	1.0
107023	ЕНВД	2006-01-01	2.0	1.0	3.0	2.0	0	01.01.1900	2.0	1.0	0.0
105513	УСН, Доходы за вычетом расходов 15%	2008-03-27	3.0	2.0	4.0	2.0	1	31.03.2016	7.0	0.0	1.0
101380	ОСНО	2012-02-11	0.0	0.0	0.0	2.0	1	10.12.2014	0.0	0.0	0.0
103760	ОСНО	2014-12-27	0.0	0.0	0.0	0.0	0	21.07.2014	2.0	0.0	0.0
105382	ОСНО	2015-11-08	0.0	0.0	0.0	0.0	0	02.11.2015	0.0	0.0	0.0
101960	ОСНО	2014-07-28	1.0	2.0	0.0	3.0	1	01.07.2014	7.0	0.0	1.0
101368	УСН, Доходы за вычетом расходов 15%	1997-04-02	2.0	0.0	0.0	0.0	0	01.01.1900	8.0	0.0	1.0
105489	УСН, Доходы 6%	2006-02-24	1.0	0.0	0.0	0.0	0	01.01.1900	6.0	0.0	1.0
104209	ЕНВД	2006-10-04	3.0	2.0	3.0	2.0	1	18.03.2016	7.0	0.0	1.0
110001	УСН, Доходы 6%	2010-01-17	1.0	2.0	2.0	2.0	0	14.03.2016	8.0	1.0	1.0
102683	УСН, Доходы 6%	2010-06-18	3.0	1.0	0.0	1.0	1	24.03.2016	7.0	0.0	1.0
104123	ОСНО	2014-01-27	1.0	1.0	1.0	2.0	1	19.03.2014	7.0	0.0	1.0
104939	ЕНВД	2001-12-01	2.0	2.0	2.0	2.0	1	27.03.2016	7.0	1.0	1.0
108883	УСН, Доходы за вычетом расходов 15%	2014-06-07	1.0	1.0	1.0	2.0	1	31.05.2014	6.0	0.0	1.0
101653	ОСНО	2015-07-21	1.0	1.0	1.0	1.0	1	18.07.2015	6.0	0.0	1.0
109356	ЕНВД	2006-07-27	1.0	2.0	2.0	3.0	1	02.09.2014	6.0	0.0	1.0
109792	ЕНВД	2006-01-05	3.0	0.0	0.0	0.0	0	01.01.1900	0.0	0.0	1.0
100611	УСН, Доходы 6%	2014-06-02	1.0	1.0	2.0	1.0	1	03.07.2014	4.0	0.0	0.0
103089	ОСНО	2005-08-11	0.0	0.0	0.0	0.0	0	10.06.2015	0.0	0.0	0.0
106445	ОСНО		1.0	0.0	0.0	0.0	0	15.12.2014	3.0	0.0	0.0
107267	ОСНО	2014-11-13	1.0	1.0	2.0	2.0	1	22.01.2015	5.0	0.0	1.0
103385	ЕНВД	2004-03-15	1.0	1.0	0.0	0.0	0	01.01.1900	0.0	0.0	1.0
102363	УСН, Доходы за вычетом расходов 10%	2009-06-22	2.0	2.0	2.0	2.0	0	10.04.2016	8.0	2.0	1.0
109981	УСН, Доходы за вычетом расходов 15%	2014-11-12	2.0	2.0	2.0	2.0	1	14.11.2014	7.0	1.0	1.0
102126	ОСНО	2001-01-24	2.0	1.0	2.0	0.0	0	12.11.2014	6.0	0.0	1.0
101569	УСН, Доходы 6%	2001-12-03	2.0	0.0	0.0	0.0	0	01.01.1900	4.0	0.0	1.0
102773	УСН, Доходы 6%	2014-04-23	3.0	0.0	0.0	0.0	0	10.06.2014	0.0	0.0	1.0
101728	ОСНО	2014-02-26	0.0	0.0	0.0	0.0	1	12.04.2016	5.0	0.0	1.0
110000	УСН, Доходы за вычетом расходов 10%	2014-06-09	2.0	0.0	0.0	1.0	0	05.06.2014	5.0	1.0	0.0
102465	УСН, Доходы 6%	2001-08-07	3.0	2.0	3.0	2.0	0	07.04.2016	0.0	0.0	1.0
104956	УСН, Доходы 6%	2009-12-13	1.0	1.0	1.0	1.0	1	26.01.2015	7.0	0.0	0.0
104501	УСН, Доходы за вычетом расходов 15%	2001-11-03	3.0	2.0	2.0	2.0	1	20.11.2014	8.0	0.0	1.0
104691	УСН, Доходы 6%	2006-05-29	0.0	0.0	0.0	0.0	0	05.05.2014	5.0	0.0	1.0
100590	УСН, Доходы за вычетом расходов 15%	2009-04-11	0.0	0.0	0.0	0.0	0	25.04.2014	0.0	0.0	0.0
102511	УСН, Доходы 6%	2011-03-02	3.0	0.0	0.0	1.0	1	03.09.2014	0.0	1.0	1.0
100206	ОСНО	2011-12-03	0.0	0.0	0.0	0.0	0	01.01.1900	7.0	0.0	1.0
110165	ОСНО	2015-10-02	0.0	0.0	0.0	0.0	0	14.10.2015	0.0	0.0	0.0
106403	ОСНО	2015-05-05	0.0	0.0	0.0	0.0	0	15.06.2015	1.0	0.0	0.0
106085	УСН, Доходы 6%	2004-03-18	0.0	0.0	0.0	0.0	1	20.04.2015	0.0	0.0	1.0
104231	ЕНВД	2005-02-26	0.0	0.0	0.0	0.0	0	19.04.2015	0.0	0.0	0.0
104125	ОСНО	2012-06-13	0.0	2.0	2.0	3.0	1	03.03.2016	6.0	2.0	1.0
107833	ОСНО	2009-05-16	0.0	2.0	1.0	3.0	1	17.10.2014	5.0	1.0	1.0
106211	УСН, Доходы за вычетом расходов 7%	2003-02-07	0.0	2.0	2.0	2.0	1	06.09.2014	0.0	0.0	1.0
104786	ОСНО	1997-09-11	0.0	0.0	0.0	0.0	0	26.03.2015	0.0	0.0	0.0
108808	ОСНО	2014-04-07	1.0	2.0	2.0	3.0	1	02.04.2014	7.0	0.0	1.0
108655	УСН, Доходы 6%	2013-08-09	0.0	0.0	0.0	0.0	0	09.07.2014	4.0	0.0	0.0
107869	ОСНО	2014-11-30	1.0	1.0	1.0	2.0	0	23.12.2014	5.0	1.0	0.0
103293	УСН, Доходы 6%	2014-11-16	0.0	1.0	1.0	1.0	0	27.10.2014	4.0	0.0	0.0
103658	УСН, Доходы 6%	2012-10-10	1.0	2.0	2.0	2.0	1	01.01.1900	7.0	1.0	1.0
109709	ОСНО	1996-12-06	0.0	0.0	0.0	0.0	0	22.07.2015	5.0	0.0	0.0
106406	ЕНВД	2002-10-27	1.0	0.0	1.0	0.0	1	24.03.2015	0.0	1.0	0.0
103381	УСН, Доходы за вычетом расходов 15%	2014-05-06	0.0	1.0	1.0	1.0	0	21.01.2015	4.0	0.0	0.0
107143	УСН, Доходы за вычетом расходов 7%	2015-05-14	1.0	1.0	1.0	1.0	1	10.11.2015	6.0	1.0	1.0
108038	ОСНО	2012-12-19	1.0	0.0	0.0	0.0	0	15.10.2014	5.0	0.0	0.0
104838	ОСНО	2011-12-09	0.0	2.0	1.0	3.0	1	06.04.2016	6.0	0.0	1.0
103324	УСН, Доходы 6%	2014-08-02	0.0	0.0	0.0	0.0	0	17.01.2016	2.0	0.0	1.0
109170	УСН, Доходы 3%	2015-01-10	0.0	2.0	1.0	1.0	1	31.01.2015	6.0	1.0	0.0
102756	УСН, Доходы за вычетом расходов 15%	2014-10-16	0.0	2.0	2.0	2.0	1	21.01.2015	5.0	0.0	1.0
110050	ОСНО	2014-10-10	0.0	1.0	2.0	2.0	1	09.11.2014	4.0	0.0	1.0
106766	ЕНВД	2011-03-10	0.0	0.0	0.0	2.0	1	19.12.2014	0.0	0.0	1.0
105655	УСН, Доходы за вычетом расходов 5%	2015-07-01	0.0	1.0	1.0	1.0	1	15.06.2015	3.0	0.0	1.0
107858	УСН, Доходы за вычетом расходов 15%	2013-07-11	1.0	0.0	0.0	0.0	0	01.01.1900	5.0	0.0	0.0
100076	ОСНО	2014-08-09	0.0	0.0	0.0	0.0	0	16.02.2015	7.0	0.0	1.0
102513	УСН, Доходы 6%	2015-02-24	1.0	1.0	0.0	1.0	1	19.03.2015	5.0	0.0	1.0
110057	УСН, Доходы за вычетом расходов 7%	2013-01-14	2.0	2.0	2.0	2.0	1	30.03.2016	7.0	0.0	1.0
104895	УСН, Доходы за вычетом расходов 15%	2004-10-16	3.0	2.0	3.0	2.0	1	15.03.2016	3.0	1.0	1.0
102118	УСН, Доходы 6% +ЕНВД	1997-06-24	1.0	0.0	2.0	2.0	1	16.07.2014	4.0	0.0	1.0
104813	ЕНВД	2005-06-18	0.0	0.0	0.0	0.0	0	29.03.2015	1.0	0.0	0.0
101816	УСН, Доходы за вычетом расходов 15%	2007-08-27	0.0	0.0	0.0	0.0	0	30.03.2014	0.0	0.0	0.0
100269	УСН, Доходы за вычетом расходов 15%	2003-07-23	1.0	2.0	1.0	2.0	0	25.03.2016	7.0	1.0	1.0
104764	ОСНО	2011-09-11	3.0	0.0	0.0	0.0	0	21.03.2016	0.0	0.0	1.0
107853	ОСНО	2015-08-04	0.0	0.0	0.0	0.0	0	06.09.2015	1.0	0.0	0.0
104914	УСН, Доходы 6%	2015-11-25	0.0	1.0	1.0	1.0	1	27.11.2015	4.0	0.0	1.0
104959	УСН, Доходы за вычетом расходов 15%	2008-04-18	1.0	1.0	1.0	1.0	1	06.03.2015	6.0	1.0	1.0
105535	ЕНВД	2015-02-23	3.0	0.0	0.0	0.0	0	01.01.1900	0.0	0.0	0.0
102436	ЕНВД	1997-01-02	4.0	0.0	0.0	0.0	0	25.04.2016	7.0	0.0	1.0
100484	УСН, Доходы 6%	2014-07-22	1.0	2.0	2.0	2.0	1	05.08.2014	7.0	0.0	1.0
107493	ОСНО	2013-12-19	0.0	1.0	0.0	2.0	0	01.01.1900	1.0	1.0	0.0
101220	ОСНО	2014-08-22	0.0	2.0	1.0	3.0	1	20.08.2014	7.0	0.0	1.0
103946	ОСНО	2013-08-03	0.0	0.0	0.0	0.0	0	26.06.2015	0.0	0.0	0.0
100863	УСН, Доходы за вычетом расходов 5%	2015-01-08	0.0	1.0	2.0	1.0	0	06.01.2015	0.0	0.0	0.0
107434	ОСНО	2006-06-13	1.0	1.0	2.0	2.0	1	20.03.2016	7.0	0.0	1.0
100190	ЕНВД	1997-05-07	1.0	1.0	1.0	1.0	0	01.01.1900	4.0	0.0	0.0
101133	УСН, Доходы за вычетом расходов 15%	2015-09-05	0.0	0.0	0.0	0.0	0	19.08.2015	2.0	0.0	0.0
100123	ОСНО	2014-06-01	1.0	2.0	2.0	3.0	1	27.06.2014	6.0	0.0	1.0
103059	УСН, Доходы 6%	2014-03-13	2.0	1.0	2.0	2.0	1	06.03.2014	7.0	0.0	1.0
102855	УСН, Доходы за вычетом расходов 15%	2014-11-07	2.0	0.0	0.0	0.0	1	10.12.2014	7.0	0.0	1.0
107195	УСН, Доходы 6%	2010-03-11	3.0	0.0	1.0	0.0	0	01.01.1900	7.0	2.0	1.0
108598	ОСНО	2010-03-28	1.0	0.0	0.0	0.0	0	01.01.1900	0.0	0.0	0.0
106420	УСН, Доходы 6%	2005-04-11	1.0	1.0	2.0	2.0	1	23.10.2014	5.0	0.0	1.0
101403	ОСНО	2012-12-26	0.0	2.0	1.0	3.0	1	08.08.2014	5.0	0.0	1.0
104339	УСН, Доходы за вычетом расходов 15%	2015-09-05	1.0	0.0	1.0	0.0	1	20.08.2015	3.0	1.0	0.0
100273	УСН, Доходы 6%	2010-09-13	2.0	0.0	0.0	0.0	0	24.03.2016	6.0	0.0	1.0
109615	ОСНО	2012-07-11	0.0	0.0	0.0	0.0	0	01.01.1900	0.0	0.0	0.0
101712	УСН, Доходы 6%	2012-08-27	1.0	0.0	0.0	1.0	0	14.10.2014	4.0	0.0	0.0
106320	ОСНО	2005-08-19	1.0	2.0	3.0	3.0	1	02.03.2016	6.0	1.0	1.0
105990	ОСНО	2013-08-01	1.0	2.0	2.0	2.0	1	16.06.2014	6.0	1.0	1.0
101940	ОСНО	2015-07-13	0.0	1.0	1.0	2.0	1	06.07.2015	7.0	2.0	1.0
104823	УСН, Доходы 6% +ЕНВД	1999-06-04	4.0	0.0	0.0	0.0	0	20.05.2014	0.0	1.0	0.0
103963	ОСНО	2014-05-26	0.0	1.0	1.0	2.0	0	01.07.2014	3.0	0.0	0.0
102832	УСН, Доходы за вычетом расходов 10%	2013-09-24	1.0	0.0	0.0	0.0	0	16.11.2014	1.0	0.0	0.0
109006	УСН, Доходы 6%	2008-09-10	1.0	1.0	1.0	2.0	1	10.09.2014	6.0	0.0	1.0
104714	ОСНО	2013-07-04	1.0	2.0	1.0	2.0	1	24.04.2016	7.0	1.0	1.0
102765	ОСНО	2013-11-28	0.0	2.0	0.0	3.0	1	28.04.2014	5.0	2.0	0.0
100994	УСН, Доходы за вычетом расходов 15%	2014-11-20	1.0	1.0	0.0	2.0	1	27.10.2014	9.0	1.0	1.0
100595	УСН, Доходы 6%	2012-11-17	1.0	1.0	2.0	2.0	1	01.04.2014	7.0	1.0	1.0
