client_id,DIR,Age,NumLoans,NumRealEstateLoans,NumDependents,Num30-59Delinquencies,Num60-89Delinquencies,Income,BalanceToCreditLimit,Delinquent90
34,1.088303,31.3,10,2,1.0,0,0,3042.93144,0.33446,1
35,0.611548,52.3,21,2,2.0,0,0,13282.653301,0.54369,0
36,0.100921,32.0,7,0,2.0,0,0,4894.982327,0.282359,0
37,0.157534,31.2,6,1,2.0,0,0,14587.638418,0.101662,0
38,1.219513,59.2,13,0,0.0,1,0,1562.559438,0.332074,0
39,1.140679,52.1,18,4,1.0,0,0,7044.304006,0.866706,1
40,1.26634,60.3,10,1,0.0,0,0,1706.11025,0.046681,0
41,0.669579,61.5,7,4,0.0,0,0,6445.769795,0.0,0
42,0.241768,39.1,4,0,0.0,0,0,2507.499681,1.003712,0
43,0.239821,53.2,8,1,1.0,3,0,6987.756588,0.082796,0
44,0.440727,39.0,11,1,0.0,0,0,3501.540019,0.111881,0
45,0.437599,56.0,15,1,2.0,0,0,10781.375243,0.022169,0
46,0.076485,78.5,8,1,0.0,0,0,3515.358053,0.04517,0
47,0.496351,45.4,11,1,0.0,0,0,5536.70136,0.525315,0
48,0.0,40.3,12,0,0.0,0,0,5236.071398,4.8e-05,0
49,0.226168,46.0,10,1,2.0,0,0,6616.779707,0.101152,0
50,0.181594,37.0,8,2,1.0,0,0,8526.232615,0.085832,0
51,0.085763,62.4,5,0,0.0,0,0,7715.104911,0.367092,0
52,0.523655,42.0,9,1,1.0,0,0,4426.917332,0.0,0
53,0.340004,31.1,14,1,0.0,0,0,10987.846109,0.394608,0
54,0.204224,48.3,5,0,2.0,0,0,5517.387142,0.323356,1
55,0.054008,73.3,3,0,0.0,0,0,2350.632052,0.19521,0
56,0.0,28.1,0,0,1.0,0,0,3521.122111,1.009526,0
57,750.842268,68.2,10,0,1.0,0,0,,0.111791,0
58,208.743707,36.0,9,0,0.0,0,0,,0.07896,0
59,0.296619,47.1,9,1,2.0,0,0,5238.376325,0.653371,0
60,0.018138,76.0,3,0,0.0,0,0,3018.671179,0.062325,0
61,0.622774,38.3,7,1,1.0,0,0,2164.712297,0.237186,0
62,2943.855976,60.5,5,1,,0,0,,1.001345,0
63,0.021422,52.5,2,0,1.0,0,0,3024.374146,0.945739,0
64,969.154153,22.1,1,0,0.0,0,0,0.0,1.002433,0
65,0.519703,71.4,8,1,2.0,1,0,3010.151959,0.903426,0
66,0.005672,30.2,0,0,1.0,0,1,7840.757088,1.004759,1
67,0.556989,46.2,5,1,3.0,1,0,4156.877959,1.005333,1
68,0.436712,54.0,9,1,1.0,0,0,7418.691529,0.576449,0
69,0.613166,33.1,8,1,1.0,1,0,4021.31775,0.793091,0
70,5421.137996,33.1,4,1,0.0,0,0,,1.005622,0
71,0.026836,24.1,1,0,0.0,1,0,2943.22114,1.007993,0
72,0.549966,34.3,11,1,0.0,0,0,13789.555412,0.953883,0
73,0.465211,55.1,13,1,0.0,0,0,5235.370301,0.34231,0
74,0.166108,59.2,10,0,0.0,0,1,4432.09594,0.003627,0
75,0.241268,53.1,13,2,1.0,1,0,12022.778846,0.051145,0
76,0.271444,49.2,8,2,4.0,0,0,20865.644309,0.531984,0
77,0.764853,57.1,11,1,0.0,0,0,4404.667028,0.302795,0
78,0.468051,27.2,4,1,2.0,0,0,3609.281932,1.008579,0
79,0.21806,61.5,13,0,0.0,0,0,12017.890696,0.508834,0
80,0.273834,35.3,12,0,2.0,1,0,2915.622826,0.810517,1
81,2666.231357,63.4,16,1,0.0,6,1,,0.570821,0
82,1567.736181,64.0,5,1,0.0,0,0,,0.030187,0
83,3.007068,77.5,1,0,0.0,0,0,,1.003386,0
84,0.008538,62.1,5,0,0.0,0,0,4019.126987,0.01058,0
85,0.338018,49.2,14,1,1.0,0,0,5729.226934,0.384102,0
86,0.170215,36.1,11,0,0.0,2,0,5031.487776,0.436055,0
87,1074.795629,60.2,1,1,0.0,0,0,,1.002222,0
88,0.002974,74.3,11,0,0.0,0,0,10561.078269,0.017056,0
89,0.199095,73.2,15,1,0.0,0,0,7306.81221,0.026704,0
90,10788.752948,76.7,13,6,0.0,0,0,,0.116273,0
91,0.261297,41.4,5,2,1.0,0,0,11713.525195,1.006326,0
92,0.325323,36.1,8,2,0.0,1,0,5459.433033,0.05829,0
93,2578.236744,62.6,14,1,,0,0,,0.350381,0
94,0.087155,39.0,7,0,2.0,0,0,6547.302229,0.239961,0
95,3796.338681,37.0,9,2,0.0,3,1,,0.994101,1
96,0.537625,50.4,8,2,0.0,0,0,6561.006341,0.024842,0
97,0.221858,39.0,5,1,1.0,0,0,8361.300566,0.30068,0
98,0.395058,60.5,19,1,1.0,0,0,10965.626389,0.030206,0
99,0.245973,51.5,11,2,2.0,0,0,4019.058479,0.041116,0
100,0.000756,56.2,3,0,0.0,0,0,6701.665778,0.01247,0
101,0.002306,79.7,16,0,0.0,0,0,10574.576972,0.006016,0
102,0.002264,80.5,4,0,0.0,0,0,6682.930467,0.049285,0
103,6022.277178,50.3,22,2,0.0,0,0,,0.596584,0
104,1346.365592,29.1,8,1,0.0,0,0,0.0,0.0,0
105,0.0,53.4,0,0,0.0,98,98,1917.826281,1.001062,1
106,609.086746,77.0,6,0,0.0,0,0,0.0,0.049525,0
107,0.538898,59.1,6,1,0.0,0,0,3881.519622,0.802138,0
108,0.005995,86.6,9,0,0.0,0,0,10484.996447,0.021424,0
109,0.348094,61.1,6,1,0.0,0,0,12589.655717,0.07586,0
110,0.056981,37.3,9,0,0.0,0,0,9009.957625,0.176896,0
111,3034.798634,67.3,15,2,2.0,0,0,,0.601902,0
112,0.149315,32.3,2,0,1.0,1,2,2863.336239,1.000059,0
113,0.136511,35.3,7,0,0.0,1,1,2497.380752,0.981075,1
114,0.079921,38.2,8,0,1.0,0,0,5001.053715,0.042747,0
115,0.478927,38.2,12,1,2.0,0,0,5457.346225,0.16869,0
116,1.248273,44.3,11,1,0.0,0,0,1961.00842,0.051021,0
117,0.419627,54.2,7,1,1.0,0,0,8305.525971,0.153924,0
118,0.557141,56.0,16,5,0.0,0,0,29171.597957,0.505857,0
119,0.703954,39.4,5,1,2.0,0,0,5005.31722,0.655997,0
120,0.477432,32.2,10,1,1.0,1,0,4088.440732,0.4389,0
121,0.076627,35.1,7,0,0.0,1,0,2501.308834,0.182728,0
122,0.084184,42.3,3,0,0.0,0,0,7928.470297,0.0,0
123,0.383931,32.3,31,1,0.0,0,0,8392.163036,0.451023,0
124,640.222752,26.1,3,0,0.0,0,0,0.0,1.006795,0
125,1164.25628,56.3,4,1,0.0,0,0,,0.003754,0
126,0.180932,32.0,3,0,0.0,1,0,2447.550136,1.000574,1
127,0.307025,43.4,5,2,0.0,0,0,12587.56279,0.511086,0
128,0.164202,22.0,3,0,1.0,3,0,2003.85047,1.008303,0
129,0.063061,57.6,7,0,2.0,0,0,11353.09175,0.116187,0
130,0.021302,72.2,7,0,0.0,3,0,4008.487332,0.067926,0
131,0.00907,70.6,4,0,0.0,0,0,2432.231044,0.0,0
132,0.19341,68.5,10,1,1.0,1,0,7244.278246,0.0,0
133,0.008942,62.5,18,0,1.0,0,0,10608.478531,0.022932,0
134,2106.658896,56.4,10,1,0.0,0,0,,0.206201,0
135,0.040686,88.7,7,0,1.0,0,0,6013.455157,0.001838,0
136,0.226781,48.4,10,0,2.0,0,0,3503.014902,0.023686,0
137,0.247584,60.2,7,2,0.0,0,0,6857.722666,0.262948,0
138,619.516245,51.4,5,0,3.0,0,0,,1.067577,0
139,0.241967,35.0,9,1,0.0,0,0,6548.772543,0.003779,0
140,0.635851,57.2,22,1,1.0,0,1,6259.077365,0.39451,0
141,1237.138521,56.0,8,1,0.0,0,0,,0.000424,0
142,0.0,62.6,1,0,0.0,0,0,0.0,0.0,0
143,0.641105,41.2,19,2,2.0,3,0,4197.486859,0.17319,0
144,0.278571,69.6,4,0,0.0,0,0,3301.756011,0.232979,0
145,0.348808,39.3,11,1,1.0,2,0,9087.051963,0.146996,0
146,0.152844,49.4,8,0,0.0,0,0,1204.443011,0.0,0
147,0.057996,74.2,3,0,0.0,0,0,3415.316492,0.200498,0
148,0.040558,52.4,2,0,1.0,0,0,4711.934047,1.005584,1
149,1263.45679,64.1,6,1,,0,0,,0.000913,0
150,0.470408,63.5,8,2,0.0,0,0,5098.961513,0.203793,0
151,0.070344,34.1,6,0,0.0,0,0,1675.766972,0.147016,0
152,0.100587,29.0,4,0,0.0,0,0,4236.260829,0.188004,0
153,0.367372,63.2,12,3,0.0,1,0,4706.659375,0.211845,0
154,0.192043,59.1,10,1,0.0,0,0,13802.581517,0.048408,0
155,0.862522,63.4,5,2,0.0,3,0,2616.334783,0.0,1
156,0.0,32.0,0,0,0.0,0,0,,1.00341,0
157,0.003976,62.4,1,0,2.0,0,0,13379.039375,0.137465,0
158,0.01454,78.8,10,0,1.0,0,0,8030.843094,0.042477,0
159,0.202781,48.2,2,1,2.0,0,0,4856.069861,0.051084,0
160,0.089683,70.6,5,0,0.0,0,0,5261.723456,0.022981,0
161,397.115202,49.2,5,0,,0,0,,0.028722,0
162,0.260831,42.2,3,0,2.0,0,0,2507.361855,0.771216,0
163,0.433289,28.3,7,1,1.0,3,0,3087.554835,0.243569,0
164,0.037265,68.4,8,0,0.0,0,0,12947.627049,0.013519,0
165,2.698874,36.2,4,1,1.0,0,0,5905.509852,0.232897,0
166,0.255922,47.1,10,1,2.0,0,0,7214.716909,0.710172,0
167,1339.845229,62.2,2,1,0.0,2,1,,1.008652,0
168,0.329135,48.3,12,1,0.0,0,0,5642.62934,0.0,0
169,0.528714,59.1,13,2,1.0,0,0,4718.972071,0.850962,0
170,0.353113,38.3,7,1,3.0,0,0,5020.143506,0.9669,0
171,0.557465,41.1,6,1,2.0,1,0,6715.875056,0.247258,0
172,1446.417845,51.2,2,1,0.0,0,0,,0.040721,0
173,0.415787,48.5,8,1,3.0,0,0,12127.298286,0.138349,0
174,0.328803,33.0,7,1,2.0,1,0,5234.247851,0.104136,0
175,101.129559,65.6,3,0,0.0,0,0,,0.062383,0
176,1.077553,44.4,8,1,4.0,0,0,4010.837175,0.458096,1
177,0.0,91.6,6,0,,0,0,,0.00078,0
178,0.006881,62.0,1,0,0.0,0,0,1903.020854,0.018363,0
179,0.013203,67.4,9,0,0.0,0,0,5034.24565,0.103725,0
180,1468.545712,64.1,6,1,0.0,0,0,,0.012306,0
181,1056.767122,52.3,4,1,0.0,0,0,,0.01199,0
182,0.411427,34.2,11,1,0.0,1,0,4555.876086,0.0,0
183,0.73932,50.0,15,2,0.0,0,0,3208.525571,0.318484,0
184,0.468076,63.2,10,2,1.0,0,0,4053.66217,0.299955,0
185,0.28053,45.1,6,2,1.0,0,0,12859.080144,0.200187,0
186,1180.313144,64.5,14,2,1.0,0,0,,0.027556,0
187,2297.781329,43.4,6,1,0.0,0,0,,0.100219,0
188,0.225149,48.1,12,2,3.0,0,0,22028.146602,0.207891,0
189,2.107546,69.1,10,1,0.0,1,0,1323.804471,0.036636,0
190,0.360305,56.5,22,1,1.0,0,0,18827.896142,0.460875,0
191,0.713166,53.2,13,2,1.0,1,0,6419.242869,0.667603,0
192,12.013756,72.6,2,0,0.0,0,0,,0.042085,0
193,0.866219,65.2,9,1,0.0,0,0,4167.443228,0.076661,0
194,0.440666,47.4,11,2,2.0,0,0,8967.743649,0.897319,0
195,689.976956,35.3,3,0,,1,1,,0.839075,1
196,0.475198,56.5,8,2,1.0,1,0,4571.932309,0.105493,0
197,0.408735,61.6,7,2,0.0,0,0,4206.484872,0.23592,0
198,2648.962805,48.4,4,1,0.0,0,0,,0.107893,0
199,0.398276,58.2,13,1,0.0,0,0,5285.344265,0.024781,0
200,0.30394,69.3,3,0,0.0,1,0,7463.828506,0.0,0
201,0.169513,55.5,3,1,2.0,0,0,12493.348616,0.161163,0
202,0.22258,60.4,13,2,0.0,0,0,13441.574497,0.022214,0
203,0.140065,69.3,14,0,1.0,0,0,6328.385318,0.000425,0
204,0.062567,27.2,6,0,0.0,0,0,7401.566358,0.676083,0
205,1363.911602,79.7,7,1,0.0,0,0,,0.463296,0
206,0.19348,49.4,9,1,1.0,0,0,12082.500449,0.362946,0
207,118.477357,90.6,1,0,,0,0,,0.000911,0
208,0.601878,44.1,9,2,2.0,0,0,10703.33437,0.506778,0
209,0.124089,27.1,3,0,0.0,0,0,2766.63992,0.077194,0
210,0.043628,33.0,3,0,0.0,0,0,2615.079289,0.006976,0
211,0.009707,73.2,4,0,0.0,0,0,6564.110679,1.005312,0
212,0.0,84.1,1,0,0.0,0,0,12541.267363,0.0,0
213,0.706222,24.0,5,0,0.0,2,0,799.098776,0.201485,0
214,0.588585,50.2,33,5,2.0,0,0,15880.943797,0.409857,0
215,0.35597,50.4,8,2,1.0,0,0,4623.744148,0.112955,0
216,0.190247,37.3,4,0,0.0,0,0,1954.336533,0.031082,0
217,0.292308,58.0,12,2,0.0,0,0,8545.460042,0.41159,0
218,0.291109,38.1,7,1,2.0,0,0,6048.148736,0.056346,0
219,0.641548,35.1,12,1,2.0,0,0,5530.734118,0.238948,0
220,4.690849,26.1,22,1,0.0,0,0,500.109225,0.08007,0
221,0.47355,41.2,10,2,2.0,0,0,5047.519902,9.7e-05,0
222,0.296975,47.3,11,2,3.0,0,0,7019.262655,0.014249,0
223,0.07294,75.6,12,1,1.0,0,0,5853.628898,0.09096,0
224,0.950655,43.2,21,10,3.0,1,0,10901.63236,0.486087,0
225,0.008392,56.1,4,0,0.0,0,0,1209.771808,0.01214,0
226,0.217135,48.2,4,1,0.0,0,0,9076.467013,0.093199,0
227,0.174527,68.4,9,1,0.0,0,0,7776.61526,0.036021,0
228,0.455144,43.1,9,3,4.0,1,0,20187.711843,0.011971,0
229,1.011215,71.6,8,1,0.0,0,0,1716.513863,0.277821,0
230,0.377063,48.2,10,1,0.0,0,0,7034.457659,0.723537,0
231,0.169389,58.5,6,2,0.0,0,0,13405.705153,0.159553,0
232,0.018339,49.1,1,0,0.0,0,0,5606.555533,0.341643,0
233,0.402825,60.5,13,1,0.0,0,0,5029.988815,0.149499,0
234,0.02152,49.1,11,1,1.0,0,0,75583.729879,0.041648,0
235,0.519819,51.5,11,2,0.0,0,0,5454.370348,0.02686,0
236,0.29313,39.3,13,0,2.0,0,0,10722.125109,0.863777,0
237,0.452728,47.1,15,2,0.0,0,0,10481.602029,0.292587,0
238,0.113249,40.4,7,0,3.0,0,0,3322.745299,0.106992,0
239,0.499171,61.1,10,1,0.0,0,0,4333.676399,0.056585,0
240,0.382385,63.1,7,1,1.0,0,0,2862.374558,0.08546,0
241,0.784596,36.2,7,2,0.0,0,0,4347.60221,0.296109,0
242,0.003528,62.2,4,0,0.0,0,0,2591.992606,0.020051,0
243,0.006641,61.4,4,0,0.0,0,0,1669.547256,0.009966,0
244,1.488549,54.5,9,2,0.0,0,0,3821.698005,0.886294,0
245,0.080275,74.5,3,0,1.0,1,0,2285.560717,0.120214,1
246,1012.842686,67.6,8,1,,0,0,,0.190521,0
247,2822.270115,50.1,5,1,0.0,0,0,,0.061591,0
248,0.472209,43.0,7,2,0.0,0,0,6046.764513,0.583784,0
249,1946.627863,51.2,4,1,0.0,0,0,,0.002954,0
250,231.013544,34.1,5,0,0.0,0,0,,0.259402,0
251,0.095083,63.1,10,0,0.0,0,0,8595.476356,0.213018,0
252,2255.823495,42.2,6,2,0.0,0,0,,0.120094,0
253,0.492717,73.7,9,1,0.0,0,0,3673.9928,0.037955,0
254,0.003365,61.1,3,0,0.0,0,0,4196.927426,0.022313,0
255,0.577449,51.3,9,1,0.0,1,0,3870.244269,0.742771,0
256,0.442728,60.0,8,2,0.0,1,0,5800.328684,1.008282,0
257,0.00438,26.1,5,0,0.0,0,0,6429.71845,0.030547,0
258,0.700536,40.1,5,2,0.0,0,0,3048.949806,0.921034,0
259,0.189928,57.2,6,2,1.0,0,0,7442.509947,0.009487,0
260,1.16901,57.1,15,1,0.0,0,0,2001.685483,0.651233,1
261,0.001488,46.2,3,0,0.0,0,0,5453.88983,0.0,0
262,1.634982,58.3,9,2,0.0,1,0,3117.785958,0.596957,0
263,81.653419,51.0,2,0,,0,0,,0.108291,0
264,20344.755086,46.1,10,2,2.0,0,0,,0.410136,0
265,0.40738,51.2,4,0,0.0,0,0,1254.120975,0.558876,0
266,0.457765,43.4,11,1,1.0,0,0,5534.460418,0.158628,0
267,2.048028,35.3,17,1,0.0,1,0,1262.292113,0.0,0
268,0.042289,63.4,9,0,0.0,0,0,4509.004591,0.111377,0
269,0.372196,30.1,16,1,0.0,1,0,5376.187088,0.362958,0
270,5814.730435,58.2,18,2,0.0,1,0,,0.845775,0
271,0.118383,80.3,2,0,0.0,0,0,3021.762718,0.0,0
272,6419.896019,59.3,5,2,0.0,0,0,,0.0,0
273,0.326365,80.4,21,3,0.0,2,0,19802.147544,0.747395,0
274,1.197066,57.2,19,2,1.0,0,0,6254.586868,0.520683,0
275,3605.039431,42.2,10,2,0.0,0,0,,0.143346,0
276,0.628006,53.3,9,1,1.0,0,0,4765.638337,0.998388,0
277,1785.239289,59.3,2,1,0.0,0,0,,0.044696,0
278,0.007003,63.4,3,0,0.0,0,0,4194.925593,0.024577,0
279,1308.134387,51.2,9,1,0.0,0,0,,0.299591,0
280,0.237671,44.2,8,2,0.0,1,0,8256.665436,0.045884,0
281,1360.558246,58.1,6,1,1.0,0,0,,0.086818,0
282,26.188027,67.1,1,0,0.0,0,0,,0.044597,0
283,0.004512,75.5,5,0,0.0,0,0,3340.758446,0.023942,0
284,0.520162,49.1,14,1,3.0,0,0,4642.027213,0.543382,0
285,0.330517,45.3,7,2,2.0,0,0,10708.131141,0.901328,0
286,6.028112,94.2,6,0,,0,0,,0.00958,0
287,24.187327,92.1,7,0,,0,0,,0.005849,0
288,0.244362,40.3,5,0,1.0,0,0,4460.279128,1.001476,0
289,0.407893,56.1,13,2,3.0,0,0,4638.846306,0.108362,0
290,0.01065,40.0,4,0,0.0,0,0,1615.647279,0.061203,0
291,0.39928,48.2,20,1,1.0,3,0,15859.70155,1.010459,0
292,2554.660261,34.3,7,2,2.0,0,0,0.0,0.953817,0
293,0.024361,60.4,6,0,0.0,0,0,13019.433983,1.000675,0
294,3005.194169,61.3,7,1,0.0,1,0,,0.23589,0
295,1.34461,34.2,5,0,1.0,0,0,655.9951,0.949995,0
296,38.040375,83.4,12,0,0.0,0,0,,0.020113,0
297,0.452446,51.2,9,1,0.0,1,0,11047.885939,0.159458,0
298,0.189647,46.4,6,1,3.0,0,0,10483.649282,0.287012,0
299,0.683335,45.2,5,2,2.0,0,0,5980.31994,0.036158,0
300,0.241769,46.2,15,1,2.0,0,0,9743.634218,0.0,0
301,2824.125516,73.7,17,2,0.0,0,0,,0.226908,0
302,0.627547,52.1,10,0,0.0,1,0,2375.075322,0.011541,0
303,0.189814,36.2,10,2,1.0,0,0,17641.048881,0.178086,0
304,0.372281,54.3,9,2,1.0,0,0,9475.163316,0.193189,0
305,0.110335,33.2,5,1,0.0,0,0,8810.924388,0.90791,0
306,2771.493299,68.5,12,1,0.0,0,0,,0.021605,0
307,5796.503232,88.2,14,3,0.0,0,0,,1.147313,0
308,0.138098,46.1,11,0,2.0,1,0,9559.944346,0.391689,0
309,4439.939868,51.3,13,2,4.0,1,0,,0.936674,0
310,0.560155,66.3,19,1,0.0,0,0,7099.86256,0.171176,0
311,0.387315,69.1,12,2,0.0,0,0,6444.57302,0.063911,0
312,4206.74622,57.5,12,2,1.0,0,0,,0.223098,0
313,0.593874,36.1,6,1,2.0,0,0,2510.326357,1.011514,0
314,0.125496,30.2,7,0,1.0,0,0,5009.173328,0.206904,0
315,6458.46873,48.3,7,3,,1,0,,1.024469,1
316,0.164052,36.3,4,2,0.0,0,0,14108.750539,0.006314,0
317,0.582429,63.5,7,2,0.0,0,0,4879.952881,0.795944,0
318,2738.39805,45.2,3,1,2.0,0,0,0.0,0.803399,0
319,0.090614,25.2,4,0,0.0,1,0,5015.187941,0.0,0
320,2121.980744,62.4,8,1,0.0,0,0,,0.057711,0
321,0.303091,32.2,7,1,0.0,0,0,6008.751097,0.045735,0
322,0.389016,66.6,5,1,0.0,0,0,3336.017389,0.586865,0
323,0.599676,76.3,5,1,0.0,0,0,3205.441836,0.183575,0
324,0.321719,58.1,15,2,2.0,0,0,10306.230843,0.167547,0
325,0.310147,88.5,9,2,1.0,1,0,6508.356635,0.000859,0
326,0.161818,66.2,9,0,0.0,0,0,1705.137348,0.006488,0
327,0.18008,44.1,7,1,0.0,1,0,9544.406328,0.469131,0
328,0.001299,71.4,6,0,0.0,0,0,1561.64712,1.002235,0
329,0.094849,62.1,10,1,0.0,0,0,14621.615421,0.017948,0
330,0.473467,39.3,4,1,0.0,0,0,4073.817156,0.949892,0
331,1930.666232,36.3,11,2,0.0,0,0,0.0,0.008384,0
332,2631.828925,61.6,10,2,0.0,0,0,,0.231404,0
333,0.683649,40.1,5,1,2.0,0,0,3674.797145,0.0,0
334,2038.372852,62.6,5,2,0.0,0,0,,0.495661,0
335,0.827544,59.1,5,1,1.0,3,1,6007.118933,0.437552,1
336,0.215158,43.0,10,2,4.0,0,0,16956.057659,0.006884,0
337,0.017145,63.5,6,0,1.0,0,0,4065.63112,0.168029,0
338,0.454433,56.1,18,1,0.0,2,0,9859.973494,0.77407,0
339,0.932148,35.3,9,1,2.0,0,0,2501.117988,0.143664,0
340,1.011365,45.3,6,1,0.0,0,0,1309.313616,0.072245,0
341,0.552115,56.0,18,2,0.0,0,0,5453.6158,0.381201,0
342,1356.990802,61.5,3,1,0.0,0,0,,0.045487,0
343,0.143103,45.4,4,1,0.0,0,0,6328.807207,0.004616,0
344,0.97844,31.1,8,0,0.0,0,0,625.506293,0.923777,0
345,0.191116,59.3,11,1,0.0,0,0,8033.682701,0.013311,0
346,0.394757,63.5,9,1,0.0,0,0,3756.048421,0.042385,0
347,5256.262207,74.6,13,3,0.0,0,0,,0.000992,0
348,0.098783,29.2,2,0,1.0,2,0,3001.219275,1.116395,0
349,0.363173,66.4,7,1,0.0,0,0,3278.683458,0.157523,0
350,0.185138,71.2,6,0,0.0,2,0,15083.061088,1.014932,0
351,0.324148,60.5,12,3,0.0,0,0,29118.642016,0.336189,0
352,0.745716,48.4,10,2,1.0,0,0,4211.158989,0.478201,0
353,0.192137,62.1,11,1,0.0,0,0,7572.512677,0.040775,0
354,1597.468624,64.3,5,1,0.0,0,0,,0.60537,0
355,0.00649,38.1,1,0,0.0,0,0,2809.543851,0.126811,0
356,37.303733,64.3,7,0,0.0,0,0,0.0,0.027446,0
357,1216.030959,61.0,15,1,,0,0,,0.062045,0
358,0.489735,41.3,7,1,2.0,0,1,4400.996797,0.0,0
359,0.983582,45.1,7,4,0.0,0,0,4213.37789,0.000429,0
360,0.286555,80.6,14,1,0.0,0,0,4195.428835,0.274324,0
361,0.169544,57.4,5,2,0.0,0,0,31539.794342,0.114219,0
362,0.135956,31.1,7,0,0.0,0,0,3161.823266,0.412157,0
363,0.716982,42.1,9,1,3.0,0,0,2860.431252,0.772445,0
364,0.477417,59.1,12,3,0.0,0,0,3652.630186,0.019933,0
365,0.80541,46.1,11,4,0.0,0,0,4967.146588,0.046892,0
366,0.414505,72.2,18,2,1.0,0,0,10033.963704,0.006126,0
367,5414.588543,66.4,13,2,,2,0,,0.085812,0
368,10.062004,26.1,2,0,0.0,0,0,0.0,0.358532,0
369,0.185001,42.1,7,1,1.0,0,1,10065.773885,0.015037,0
370,0.363503,65.5,16,2,0.0,0,0,7229.663048,0.051957,0
371,1.199276,47.0,11,1,1.0,0,0,3513.538783,0.232154,0
372,1.352695,60.3,22,6,1.0,2,0,4521.763035,0.152918,0
373,0.282472,33.2,16,2,0.0,2,0,22717.472373,0.001543,0
374,0.400504,35.2,7,2,0.0,1,0,8068.579814,0.139115,0
375,534.062638,61.6,10,0,0.0,0,0,,0.031223,0
376,1372.722712,38.4,12,1,0.0,0,0,,0.139016,0
377,0.001346,80.1,7,0,0.0,0,0,6054.847984,0.002637,0
378,0.000335,43.3,4,0,3.0,0,0,9004.617618,0.0,0
379,0.107422,62.5,3,0,1.0,0,0,3949.439083,0.0,0
380,0.427417,74.7,6,1,0.0,0,0,1742.460136,0.053791,0
381,0.496668,64.4,16,1,0.0,0,0,6886.317734,0.159342,0
382,0.864367,64.3,9,2,0.0,0,0,1906.168632,0.004226,0
383,589.62805,56.4,19,0,0.0,0,0,,0.002702,0
384,0.14877,30.0,9,0,0.0,3,0,4601.538674,0.25126,0
385,0.419025,69.6,11,1,3.0,0,0,2313.295075,0.002162,1
386,0.173532,43.1,5,0,0.0,0,0,3015.937964,0.090646,0
387,0.781419,58.4,16,1,1.0,0,0,3177.767965,0.03868,0
388,1.321968,45.2,9,0,0.0,0,0,1148.232029,0.498152,0
389,0.339568,61.4,15,2,0.0,0,0,9114.093608,0.064069,0
390,2227.612311,37.2,11,1,3.0,0,0,,0.284138,0
391,0.107358,68.1,11,1,0.0,0,0,4697.054985,0.010501,0
392,0.170766,52.3,5,0,1.0,0,0,3533.463597,0.034504,0
393,1.088119,37.3,17,2,2.0,0,0,4176.352823,0.416211,0
394,0.001671,53.1,7,0,2.0,0,0,9074.760076,0.009128,0
