Time,Users
1/30/17 0:00,29078
1/30/17 1:00,30515
1/30/17 2:00,33628
1/30/17 3:00,40490
1/30/17 4:00,46155
1/30/17 5:00,49118
1/30/17 6:00,51351
1/30/17 7:00,54342
1/30/17 8:00,56146
1/30/17 9:00,55648
1/30/17 10:00,54828
1/30/17 11:00,53083
1/30/17 12:00,49028
1/30/17 13:00,42985
1/30/17 14:00,37178
1/30/17 15:00,32701
1/30/17 16:00,30522
1/30/17 17:00,29325
1/30/17 18:00,28047
1/30/17 19:00,26400
1/30/17 20:00,27460
1/30/17 21:00,29630
1/30/17 22:00,32102
1/30/17 23:00,28360
1/31/17 0:00,27909
1/31/17 1:00,29505
1/31/17 2:00,32887
1/31/17 3:00,39885
1/31/17 4:00,45900
1/31/17 5:00,48370
1/31/17 6:00,50502
1/31/17 7:00,53168
1/31/17 8:00,54931
1/31/17 9:00,54573
1/31/17 10:00,53287
1/31/17 11:00,51752
1/31/17 12:00,47906
1/31/17 13:00,42610
1/31/17 14:00,36506
1/31/17 15:00,32306
1/31/17 16:00,29818
1/31/17 17:00,28437
1/31/17 18:00,27198
1/31/17 19:00,26004
1/31/17 20:00,26562
1/31/17 21:00,28966
1/31/17 22:00,31747
1/31/17 23:00,28190
2/1/17 0:00,28070
2/1/17 1:00,29242
2/1/17 2:00,32845
2/1/17 3:00,40524
2/1/17 4:00,47643
2/1/17 5:00,49392
2/1/17 6:00,51531
2/1/17 7:00,53678
2/1/17 8:00,53636
2/1/17 9:00,56253
2/1/17 10:00,53881
2/1/17 11:00,51629
2/1/17 12:00,48000
2/1/17 13:00,42462
2/1/17 14:00,40504
2/1/17 15:00,34170
2/1/17 16:00,32574
2/1/17 17:00,36289
2/1/17 18:00,29267
2/1/17 19:00,26933
2/1/17 20:00,28060
2/1/17 21:00,30446
2/1/17 22:00,32897
2/1/17 23:00,29016
2/2/17 0:00,28955
2/2/17 1:00,30252
2/2/17 2:00,33210
2/2/17 3:00,40346
2/2/17 4:00,46624
2/2/17 5:00,49023
2/2/17 6:00,50943
2/2/17 7:00,54348
2/2/17 8:00,55510
2/2/17 9:00,54747
2/2/17 10:00,53674
2/2/17 11:00,51958
2/2/17 12:00,48176
2/2/17 13:00,42881
2/2/17 14:00,37149
2/2/17 15:00,32778
2/2/17 16:00,30470
2/2/17 17:00,28896
2/2/17 18:00,27918
2/2/17 19:00,25878
2/2/17 20:00,27261
2/2/17 21:00,29666
2/2/17 22:00,32479
2/2/17 23:00,29437
2/3/17 0:00,28252
2/3/17 1:00,33099
2/3/17 2:00,34529
2/3/17 3:00,41351
2/3/17 4:00,47231
2/3/17 5:00,49399
2/3/17 6:00,50831
2/3/17 7:00,53737
2/3/17 8:00,53911
2/3/17 9:00,53221
2/3/17 10:00,52300
2/3/17 11:00,51023
2/3/17 12:00,48792
2/3/17 13:00,44326
2/3/17 14:00,39089
2/3/17 15:00,34470
2/3/17 16:00,31271
2/3/17 17:00,29450
2/3/17 18:00,28064
2/3/17 19:00,26614
2/3/17 20:00,26336
2/3/17 21:00,26665
2/3/17 22:00,29848
2/3/17 23:00,34503
2/4/17 0:00,38283
2/4/17 1:00,40641
2/4/17 2:00,42950
2/4/17 3:00,45771
2/4/17 4:00,49266
2/4/17 5:00,53123
2/4/17 6:00,56202
2/4/17 7:00,58497
2/4/17 8:00,59905
2/4/17 9:00,62706
2/4/17 10:00,59396
2/4/17 11:00,56340
2/4/17 12:00,52140
2/4/17 13:00,47143
2/4/17 14:00,44254
2/4/17 15:00,37513
2/4/17 16:00,34906
2/4/17 17:00,38134
2/4/17 18:00,30386
2/4/17 19:00,28350
2/4/17 20:00,27644
2/4/17 21:00,28307
2/4/17 22:00,31539
2/4/17 23:00,36377
2/5/17 0:00,40656
2/5/17 1:00,43232
2/5/17 2:00,45804
2/5/17 3:00,48107
2/5/17 4:00,51551
2/5/17 5:00,55150
2/5/17 6:00,58613
2/5/17 7:00,61626
2/5/17 8:00,63102
2/5/17 9:00,62732
2/5/17 10:00,61193
2/5/17 11:00,59411
2/5/17 12:00,51563
2/5/17 13:00,45759
2/5/17 14:00,38866
2/5/17 15:00,35646
2/5/17 16:00,31289
2/5/17 17:00,29865
2/5/17 18:00,28101
2/5/17 19:00,29122
2/5/17 20:00,28106
2/5/17 21:00,29421
2/5/17 22:00,31097
2/5/17 23:00,28245
2/6/17 0:00,7930
2/6/17 1:00,0
2/6/17 2:00,0
2/6/17 3:00,0
2/6/17 4:00,1680
2/6/17 5:00,33339
2/6/17 6:00,40040
2/6/17 7:00,43712
2/6/17 8:00,49772
2/6/17 9:00,50947
2/6/17 10:00,51259
2/6/17 11:00,49994
2/6/17 12:00,43862
2/6/17 13:00,40694
2/6/17 14:00,36820
2/6/17 15:00,31655
2/6/17 16:00,28972
2/6/17 17:00,27692
2/6/17 18:00,26328
2/6/17 19:00,25422
2/6/17 20:00,26420
2/6/17 21:00,28622
2/6/17 22:00,30613
2/6/17 23:00,27200
2/7/17 0:00,27493
2/7/17 1:00,28948
2/7/17 2:00,32052
2/7/17 3:00,38703
2/7/17 4:00,45241
2/7/17 5:00,48302
2/7/17 6:00,50103
2/7/17 7:00,53239
2/7/17 8:00,54612
2/7/17 9:00,56880
2/7/17 10:00,53677
2/7/17 11:00,52042
2/7/17 12:00,48399
2/7/17 13:00,43283
2/7/17 14:00,40295
2/7/17 15:00,34724
2/7/17 16:00,32550
2/7/17 17:00,35907
2/7/17 18:00,29466
2/7/17 19:00,27340
2/7/17 20:00,28551
2/7/17 21:00,30279
2/7/17 22:00,32483
2/7/17 23:00,29167
2/8/17 0:00,29130
2/8/17 1:00,30609
2/8/17 2:00,34422
2/8/17 3:00,41623
2/8/17 4:00,48803
2/8/17 5:00,51452
2/8/17 6:00,52533
2/8/17 7:00,57756
2/8/17 8:00,56188
2/8/17 9:00,54976
2/8/17 10:00,53171
2/8/17 11:00,51524
2/8/17 12:00,47639
2/8/17 13:00,42334
2/8/17 14:00,36466
2/8/17 15:00,32228
2/8/17 16:00,29804
2/8/17 17:00,28505
2/8/17 18:00,27160
2/8/17 19:00,26365
2/8/17 20:00,27764
2/8/17 21:00,30332
2/8/17 22:00,32077
2/8/17 23:00,28755
2/9/17 0:00,28577
2/9/17 1:00,30135
2/9/17 2:00,33230
2/9/17 3:00,40872
2/9/17 4:00,50203
2/9/17 5:00,55118
2/9/17 6:00,58222
2/9/17 7:00,62220
2/9/17 8:00,64169
2/9/17 9:00,64635
2/9/17 10:00,64243
2/9/17 11:00,61166
2/9/17 12:00,57018
2/9/17 13:00,50640
2/9/17 14:00,43980
2/9/17 15:00,39637
2/9/17 16:00,37066
2/9/17 17:00,35636
2/9/17 18:00,33667
2/9/17 19:00,32284
2/9/17 20:00,34046
2/9/17 21:00,37282
2/9/17 22:00,41242
2/9/17 23:00,38726
2/10/17 0:00,39853
2/10/17 1:00,45173
2/10/17 2:00,49035
2/10/17 3:00,57375
2/10/17 4:00,66609
2/10/17 5:00,72101
2/10/17 6:00,75165
2/10/17 7:00,79255
2/10/17 8:00,80918
2/10/17 9:00,82758
2/10/17 10:00,79785
2/10/17 11:00,77440
2/10/17 12:00,73182
2/10/17 13:00,65741
2/10/17 14:00,59827
2/10/17 15:00,51885
2/10/17 16:00,48700
2/10/17 17:00,51179
2/10/17 18:00,43841
2/10/17 19:00,41508
2/10/17 20:00,41288
2/10/17 21:00,43002
2/10/17 22:00,49599
2/10/17 23:00,57632
2/11/17 0:00,63350
2/11/17 1:00,66705
2/11/17 2:00,70155
2/11/17 3:00,74655
2/11/17 4:00,81102
2/11/17 5:00,87175
2/11/17 6:00,92466
2/11/17 7:00,96175
2/11/17 8:00,98455
2/11/17 9:00,98435
2/11/17 10:00,96645
2/11/17 11:00,91581
2/11/17 12:00,83499
2/11/17 13:00,73163
2/11/17 14:00,62670
2/11/17 15:00,55272
2/11/17 16:00,50120
2/11/17 17:00,47285
2/11/17 18:00,45307
2/11/17 19:00,43148
2/11/17 20:00,42462
2/11/17 21:00,44625
2/11/17 22:00,50603
2/11/17 23:00,58807
2/12/17 0:00,65759
2/12/17 1:00,70451
2/12/17 2:00,74160
2/12/17 3:00,79073
2/12/17 4:00,84698
2/12/17 5:00,91674
2/12/17 6:00,97819
2/12/17 7:00,103179
2/12/17 8:00,110297
2/12/17 9:00,110716
2/12/17 10:00,108000
2/12/17 11:00,100539
2/12/17 12:00,85638
2/12/17 13:00,72805
2/12/17 14:00,61328
2/12/17 15:00,56496
2/12/17 16:00,49893
2/12/17 17:00,46887
2/12/17 18:00,45098
2/12/17 19:00,44800
2/12/17 20:00,42481
2/12/17 21:00,44024
2/12/17 22:00,46614
2/12/17 23:00,42574
2/13/17 0:00,43507
2/13/17 1:00,46215
2/13/17 2:00,54251
2/13/17 3:00,61673
2/13/17 4:00,72652
2/13/17 5:00,78202
2/13/17 6:00,82248
2/13/17 7:00,86359
2/13/17 8:00,88442
2/13/17 9:00,93583
2/13/17 10:00,89226
2/13/17 11:00,84816
2/13/17 12:00,78083
2/13/17 13:00,68126
2/13/17 14:00,62324
2/13/17 15:00,53518
2/13/17 16:00,51021
2/13/17 17:00,57000
2/13/17 18:00,46468
2/13/17 19:00,42890
2/13/17 20:00,43905
2/13/17 21:00,46113
2/13/17 22:00,48542
2/13/17 23:00,44162
2/14/17 0:00,45535
2/14/17 1:00,48120
2/14/17 2:00,53417
2/14/17 3:00,63963
2/14/17 4:00,76641
2/14/17 5:00,83084
2/14/17 6:00,84513
2/14/17 7:00,88085
2/14/17 8:00,89468
2/14/17 9:00,89736
2/14/17 10:00,88225
2/14/17 11:00,84303
2/14/17 12:00,76562
2/14/17 13:00,66404
2/14/17 14:00,57828
2/14/17 15:00,52418
2/14/17 16:00,48827
2/14/17 17:00,46696
2/14/17 18:00,43951
2/14/17 19:00,41005
2/14/17 20:00,42641
2/14/17 21:00,45817
2/14/17 22:00,48072
2/14/17 23:00,44156
2/15/17 0:00,45679
2/15/17 1:00,48065
2/15/17 2:00,53989
2/15/17 3:00,64921
2/15/17 4:00,77208
2/15/17 5:00,82555
2/15/17 6:00,85703
2/15/17 7:00,88891
2/15/17 8:00,89124
2/15/17 9:00,89506
2/15/17 10:00,88544
2/15/17 11:00,84547
2/15/17 12:00,78009
2/15/17 13:00,67923
2/15/17 14:00,58411
2/15/17 15:00,52419
2/15/17 16:00,49018
2/15/17 17:00,47076
2/15/17 18:00,44568
2/15/17 19:00,41425
2/15/17 20:00,43137
2/15/17 21:00,46406
2/15/17 22:00,49694
2/15/17 23:00,45094
2/16/17 0:00,46112
2/16/17 1:00,48970
2/16/17 2:00,53949
2/16/17 3:00,63881
2/16/17 4:00,73558
2/16/17 5:00,78052
2/16/17 6:00,82063
2/16/17 7:00,85032
2/16/17 8:00,85408
2/16/17 9:00,90232
2/16/17 10:00,84751
2/16/17 11:00,81886
2/16/17 12:00,76204
2/16/17 13:00,67557
2/16/17 14:00,63176
2/16/17 15:00,53841
2/16/17 16:00,49999
2/16/17 17:00,54823
2/16/17 18:00,43804
2/16/17 19:00,39941
2/16/17 20:00,42175
2/16/17 21:00,45336
2/16/17 22:00,48147
2/16/17 23:00,45152
2/17/17 0:00,46374
