Date,ads
8/12/17 12:00,37641
8/12/17 13:00,39915
8/12/17 14:00,41418
8/12/17 15:00,40517
8/12/17 16:00,43129
8/12/17 17:00,47882
8/12/17 18:00,50523
8/12/17 19:00,53589
8/12/17 20:00,54459
8/12/17 21:00,54278
8/12/17 22:00,53803
8/12/17 23:00,54193
8/13/17 0:00,52997
8/13/17 1:00,50320
8/13/17 2:00,49234
8/13/17 3:00,46974
8/13/17 4:00,42214
8/13/17 5:00,40982
8/13/17 6:00,40134
8/13/17 7:00,38963
8/13/17 8:00,38333
8/13/17 9:00,37828
8/13/17 10:00,36635
8/13/17 11:00,36676
8/13/17 12:00,38701
8/13/17 13:00,41202
8/13/17 14:00,42522
8/13/17 15:00,41457
8/13/17 16:00,44820
8/13/17 17:00,49259
8/13/17 18:00,53421
8/13/17 19:00,56256
8/13/17 20:00,56837
8/13/17 21:00,56380
8/13/17 22:00,57130
8/13/17 23:00,57045
8/14/17 0:00,54473
8/14/17 1:00,51735
8/14/17 2:00,47832
8/14/17 3:00,46125
8/14/17 4:00,43938
8/14/17 5:00,41746
8/14/17 6:00,39270
8/14/17 7:00,39863
8/14/17 8:00,39664
8/14/17 9:00,39069
8/14/17 10:00,38009
8/14/17 11:00,38987
8/14/17 12:00,42017
8/14/17 13:00,45177
8/14/17 14:00,49221
8/14/17 15:00,45457
8/14/17 16:00,48104
8/14/17 17:00,53905
8/14/17 18:00,56028
8/14/17 19:00,59461
8/14/17 20:00,58741
8/14/17 21:00,60140
8/14/17 22:00,59425
8/14/17 23:00,57317
8/15/17 0:00,55352
8/15/17 1:00,52462
8/15/17 2:00,50062
8/15/17 3:00,46576
8/15/17 4:00,44367
8/15/17 5:00,41022
8/15/17 6:00,40087
8/15/17 7:00,38389
8/15/17 8:00,39167
8/15/17 9:00,38461
8/15/17 10:00,37254
8/15/17 11:00,39040
8/15/17 12:00,42351
8/15/17 13:00,45391
8/15/17 14:00,47076
8/15/17 15:00,45753
8/15/17 16:00,50391
8/15/17 17:00,55109
8/15/17 18:00,60423
8/15/17 19:00,65408
8/15/17 20:00,65917
8/15/17 21:00,66821
8/15/17 22:00,64289
8/15/17 23:00,64800
8/16/17 0:00,63110
8/16/17 1:00,59715
8/16/17 2:00,56761
8/16/17 3:00,53584
8/16/17 4:00,51671
8/16/17 5:00,51141
8/16/17 6:00,49973
8/16/17 7:00,48750
8/16/17 8:00,45889
8/16/17 9:00,42085
8/16/17 10:00,41547
8/16/17 11:00,43029
8/16/17 12:00,44404
8/16/17 13:00,46437
8/16/17 14:00,48226
8/16/17 15:00,47698
8/16/17 16:00,50647
8/16/17 17:00,55686
8/16/17 18:00,59281
8/16/17 19:00,61611
8/16/17 20:00,63568
8/16/17 21:00,64997
8/16/17 22:00,65743
8/16/17 23:00,65897
8/17/17 0:00,65243
8/17/17 1:00,62652
8/17/17 2:00,60443
8/17/17 3:00,55877
8/17/17 4:00,52191
8/17/17 5:00,51879
8/17/17 6:00,51308
8/17/17 7:00,50478
8/17/17 8:00,48716
8/17/17 9:00,46045
8/17/17 10:00,44287
8/17/17 11:00,45138
8/17/17 12:00,48316
8/17/17 13:00,51719
8/17/17 14:00,54545
8/17/17 15:00,53181
8/17/17 16:00,57068
8/17/17 17:00,61956
8/17/17 18:00,64696
8/17/17 19:00,66608
8/17/17 20:00,68997
8/17/17 21:00,67444
8/17/17 22:00,65921
8/17/17 23:00,67124
8/18/17 0:00,68053
8/18/17 1:00,63729
8/18/17 2:00,61150
8/18/17 3:00,61624
8/18/17 4:00,56647
8/18/17 5:00,58629
8/18/17 6:00,43322
8/18/17 7:00,43067
8/18/17 8:00,43812
8/18/17 9:00,42081
8/18/17 10:00,40834
8/18/17 11:00,41801
8/18/17 12:00,42560
8/18/17 13:00,44807
8/18/17 14:00,46609
8/18/17 15:00,45232
8/18/17 16:00,48470
8/18/17 17:00,52896
8/18/17 18:00,57816
8/18/17 19:00,60820
8/18/17 20:00,63967
8/18/17 21:00,64613
8/18/17 22:00,63230
8/18/17 23:00,60756
8/19/17 0:00,61422
8/19/17 1:00,54417
8/19/17 2:00,53281
8/19/17 3:00,51423
8/19/17 4:00,48070
8/19/17 5:00,45116
8/19/17 6:00,43634
8/19/17 7:00,42900
8/19/17 8:00,43352
8/19/17 9:00,42144
8/19/17 10:00,40208
8/19/17 11:00,41352
8/19/17 12:00,42687
8/19/17 13:00,45095
8/19/17 14:00,47024
8/19/17 15:00,45076
8/19/17 16:00,49519
8/19/17 17:00,54908
8/19/17 18:00,59885
8/19/17 19:00,61536
8/19/17 20:00,64104
8/19/17 21:00,65057
8/19/17 22:00,64688
8/19/17 23:00,63687
8/20/17 0:00,60944
8/20/17 1:00,56263
8/20/17 2:00,55227
8/20/17 3:00,53855
8/20/17 4:00,49456
8/20/17 5:00,46981
8/20/17 6:00,46043
8/20/17 7:00,45059
8/20/17 8:00,44689
8/20/17 9:00,44078
8/20/17 10:00,42289
8/20/17 11:00,43389
8/20/17 12:00,46985
8/20/17 13:00,51661
8/20/17 14:00,52790
8/20/17 15:00,49703
8/20/17 16:00,51742
8/20/17 17:00,56019
8/20/17 18:00,59712
8/20/17 19:00,62211
8/20/17 20:00,65588
8/20/17 21:00,66854
8/20/17 22:00,61421
8/20/17 23:00,59527
8/21/17 0:00,54809
8/21/17 1:00,59119
8/21/17 2:00,55303
8/21/17 3:00,54370
8/21/17 4:00,50380
8/21/17 5:00,47965
8/21/17 6:00,46548
8/21/17 7:00,45384
8/21/17 8:00,43707
8/21/17 9:00,43001
8/21/17 10:00,42424
8/21/17 11:00,43415
8/21/17 12:00,45190
8/21/17 13:00,47145
8/21/17 14:00,49104
8/21/17 15:00,47086
8/21/17 16:00,50670
8/21/17 17:00,55029
8/21/17 18:00,61036
8/21/17 19:00,65172
8/21/17 20:00,66715
8/21/17 21:00,66320
8/21/17 22:00,66785
8/21/17 23:00,65611
8/22/17 0:00,62400
8/22/17 1:00,59198
8/22/17 2:00,56148
8/22/17 3:00,53403
8/22/17 4:00,52777
8/22/17 5:00,50551
8/22/17 6:00,48165
8/22/17 7:00,48123
8/22/17 8:00,47289
8/22/17 9:00,45058
8/22/17 10:00,43859
8/22/17 11:00,47334
8/22/17 12:00,53422
8/22/17 13:00,56121
8/22/17 14:00,56856
8/22/17 15:00,55471
8/22/17 16:00,59722
8/22/17 17:00,65956
8/22/17 18:00,71923
8/22/17 19:00,79646
8/22/17 20:00,80444
8/22/17 21:00,81261
8/22/17 22:00,80996
8/22/17 23:00,81515
8/23/17 0:00,80546
8/23/17 1:00,75662
8/23/17 2:00,73234
8/23/17 3:00,69993
8/23/17 4:00,66625
8/23/17 5:00,65653
8/23/17 6:00,64715
8/23/17 7:00,63575
8/23/17 8:00,59074
8/23/17 9:00,54450
8/23/17 10:00,53191
8/23/17 11:00,52882
8/23/17 12:00,56170
8/23/17 13:00,58036
8/23/17 14:00,64269
8/23/17 15:00,61349
8/23/17 16:00,64711
8/23/17 17:00,68999
8/23/17 18:00,73987
8/23/17 19:00,77309
8/23/17 20:00,81147
8/23/17 21:00,83556
8/23/17 22:00,80139
8/23/17 23:00,81045
8/24/17 0:00,80221
8/24/17 1:00,76190
8/24/17 2:00,73438
8/24/17 3:00,69002
8/24/17 4:00,66062
8/24/17 5:00,65445
8/24/17 6:00,64325
8/24/17 7:00,62692
8/24/17 8:00,60243
8/24/17 9:00,56160
8/24/17 10:00,52877
8/24/17 11:00,54346
8/24/17 12:00,56503
8/24/17 13:00,59021
8/24/17 14:00,61665
8/24/17 15:00,61043
8/24/17 16:00,65011
8/24/17 17:00,72028
8/24/17 18:00,76494
8/24/17 19:00,80164
8/24/17 20:00,79658
8/24/17 21:00,78050
8/24/17 22:00,74548
8/24/17 23:00,83152
8/25/17 0:00,81796
8/25/17 1:00,73561
8/25/17 2:00,73938
8/25/17 3:00,66004
8/25/17 4:00,67303
8/25/17 5:00,68961
8/25/17 6:00,49773
8/25/17 7:00,50104
8/25/17 8:00,40583
8/25/17 9:00,19986
8/25/17 10:00,24640
8/25/17 11:00,34087
8/25/17 12:00,42879
8/25/17 13:00,39842
8/25/17 14:00,43892
8/25/17 15:00,44929
8/25/17 16:00,49072
8/25/17 17:00,54110
8/25/17 18:00,49313
8/25/17 19:00,56043
8/25/17 20:00,68224
8/25/17 21:00,75415
8/25/17 22:00,75879
8/25/17 23:00,74545
8/26/17 0:00,72059
8/26/17 1:00,65301
8/26/17 2:00,62692
8/26/17 3:00,51478
8/26/17 4:00,53798
8/26/17 5:00,53194
8/26/17 6:00,53784
8/26/17 7:00,53735
8/26/17 8:00,53562
8/26/17 9:00,51685
8/26/17 10:00,49465
8/26/17 11:00,49592
8/26/17 12:00,54484
8/26/17 13:00,54813
8/26/17 14:00,62950
8/26/17 15:00,59315
8/26/17 16:00,64327
8/26/17 17:00,69411
8/26/17 18:00,74832
8/26/17 19:00,80429
8/26/17 20:00,83921
8/26/17 21:00,84314
8/26/17 22:00,79530
8/26/17 23:00,79539
8/27/17 0:00,78309
8/27/17 1:00,76282
8/27/17 2:00,73934
8/27/17 3:00,70209
8/27/17 4:00,62712
8/27/17 5:00,57677
8/27/17 6:00,55831
8/27/17 7:00,54116
8/27/17 8:00,54792
8/27/17 9:00,52637
8/27/17 10:00,50475
8/27/17 11:00,49966
8/27/17 12:00,53266
8/27/17 13:00,55158
8/27/17 14:00,58566
8/27/17 15:00,55871
8/27/17 16:00,60416
8/27/17 17:00,64790
8/27/17 18:00,72163
8/27/17 19:00,76938
8/27/17 20:00,78969
8/27/17 21:00,80206
8/27/17 22:00,79629
8/27/17 23:00,79969
8/28/17 0:00,78306
8/28/17 1:00,73978
8/28/17 2:00,70359
8/28/17 3:00,67325
8/28/17 4:00,63055
8/28/17 5:00,58184
8/28/17 6:00,57305
8/28/17 7:00,56095
8/28/17 8:00,54379
8/28/17 9:00,52678
8/28/17 10:00,49737
8/28/17 11:00,51284
8/28/17 12:00,53442
8/28/17 13:00,57095
8/28/17 14:00,59053
8/28/17 15:00,57335
8/28/17 16:00,62608
8/28/17 17:00,67596
8/28/17 18:00,73492
8/28/17 19:00,79133
8/28/17 20:00,82083
8/28/17 21:00,81775
8/28/17 22:00,82932
8/28/17 23:00,82820
8/29/17 0:00,81050
8/29/17 1:00,78494
8/29/17 2:00,74563
8/29/17 3:00,74836
8/29/17 4:00,69085
8/29/17 5:00,68415
8/29/17 6:00,66172
8/29/17 7:00,62157
8/29/17 8:00,57531
8/29/17 9:00,53884
8/29/17 10:00,50805
8/29/17 11:00,52476
8/29/17 12:00,59082
8/29/17 13:00,62174
8/29/17 14:00,69935
8/29/17 15:00,67077
8/29/17 16:00,71852
8/29/17 17:00,79493
8/29/17 18:00,86341
8/29/17 19:00,93441
8/29/17 20:00,97717
8/29/17 21:00,100421
8/29/17 22:00,95699
8/29/17 23:00,95045
8/30/17 0:00,92478
8/30/17 1:00,86481
8/30/17 2:00,82491
8/30/17 3:00,76598
8/30/17 4:00,74381
8/30/17 5:00,72841
8/30/17 6:00,71777
8/30/17 7:00,70371
8/30/17 8:00,64427
8/30/17 9:00,58464
8/30/17 10:00,54357
8/30/17 11:00,53808
8/30/17 12:00,56530
8/30/17 13:00,58157
8/30/17 14:00,58896
8/30/17 15:00,59278
8/30/17 16:00,63171
8/30/17 17:00,71896
8/30/17 18:00,77297
8/30/17 19:00,82568
8/30/17 20:00,83079
8/30/17 21:00,84568
8/30/17 22:00,87521
8/30/17 23:00,86961
8/31/17 0:00,86645
8/31/17 1:00,84000
8/31/17 2:00,80663
8/31/17 3:00,76474
8/31/17 4:00,70755
8/31/17 5:00,71105
8/31/17 6:00,69563
8/31/17 7:00,68905
8/31/17 8:00,64243
8/31/17 9:00,58534
8/31/17 10:00,54010
8/31/17 11:00,53162
8/31/17 12:00,54702
8/31/17 13:00,56824
8/31/17 14:00,58285
8/31/17 15:00,57099
8/31/17 16:00,62370
8/31/17 17:00,68512
8/31/17 18:00,74814
8/31/17 19:00,78728
8/31/17 20:00,81648
8/31/17 21:00,81129
8/31/17 22:00,80937
8/31/17 23:00,82482
9/1/17 0:00,83184
9/1/17 1:00,77798
9/1/17 2:00,78666
9/1/17 3:00,74976
9/1/17 4:00,72824
9/1/17 5:00,74962
9/1/17 6:00,56605
9/1/17 7:00,55276
9/1/17 8:00,54013
9/1/17 9:00,53636
9/1/17 10:00,49491
9/1/17 11:00,48233
9/1/17 12:00,51537
9/1/17 13:00,54594
9/1/17 14:00,59647
9/1/17 15:00,56781
9/1/17 16:00,58679
9/1/17 17:00,63533
9/1/17 18:00,68126
9/1/17 19:00,71247
9/1/17 20:00,74151
9/1/17 21:00,76385
9/1/17 22:00,71692
9/1/17 23:00,69621
9/2/17 0:00,66944
9/2/17 1:00,64472
9/2/17 2:00,62642
9/2/17 3:00,60778
9/2/17 4:00,56505
9/2/17 5:00,54180
9/2/17 6:00,53732
9/2/17 7:00,51010
9/2/17 8:00,51060
9/2/17 9:00,50045
9/2/17 10:00,46816
9/2/17 11:00,45515
9/2/17 12:00,47149
9/2/17 13:00,49138
9/2/17 14:00,50816
9/2/17 15:00,48827
9/2/17 16:00,52675
9/2/17 17:00,56885
9/2/17 18:00,63605
9/2/17 19:00,67902
9/2/17 20:00,69574
9/2/17 21:00,69476
9/2/17 22:00,69499
9/2/17 23:00,68697
9/3/17 0:00,68297
9/3/17 1:00,67099
9/3/17 2:00,64611
9/3/17 3:00,61883
9/3/17 4:00,59009
9/3/17 5:00,56134
9/3/17 6:00,54879
9/3/17 7:00,53292
9/3/17 8:00,53425
9/3/17 9:00,51693
9/3/17 10:00,49413
9/3/17 11:00,47497
9/3/17 12:00,48485
9/3/17 13:00,49895
9/3/17 14:00,51865
9/3/17 15:00,51253
9/3/17 16:00,54105
9/3/17 17:00,59442
9/3/17 18:00,65075
9/3/17 19:00,69866
9/3/17 20:00,71594
9/3/17 21:00,71557
9/3/17 22:00,72002
9/3/17 23:00,70667
9/4/17 0:00,70143
9/4/17 1:00,67607
9/4/17 2:00,66240
9/4/17 3:00,64843
9/4/17 4:00,61175
9/4/17 5:00,57209
9/4/17 6:00,56162
9/4/17 7:00,54351
9/4/17 8:00,53787
9/4/17 9:00,53525
9/4/17 10:00,50564
9/4/17 11:00,49319
9/4/17 12:00,50696
9/4/17 13:00,53678
9/4/17 14:00,58495
9/4/17 15:00,56313
9/4/17 16:00,59662
9/4/17 17:00,63808
9/4/17 18:00,70930
9/4/17 19:00,75278
9/4/17 20:00,75560
9/4/17 21:00,78511
9/4/17 22:00,74086
9/4/17 23:00,71680
9/5/17 0:00,68227
9/5/17 1:00,61999
9/5/17 2:00,51546
9/5/17 3:00,24513
9/5/17 4:00,23731
9/5/17 5:00,23745
9/5/17 6:00,38109
9/5/17 7:00,51193
9/5/17 8:00,50592
9/5/17 9:00,48737
9/5/17 10:00,47120
9/5/17 11:00,48205
9/5/17 12:00,50621
9/5/17 13:00,52691
9/5/17 14:00,53610
9/5/17 15:00,52944
9/5/17 16:00,55407
9/5/17 17:00,60799
9/5/17 18:00,67489
9/5/17 19:00,75426
9/5/17 20:00,77047
9/5/17 21:00,77000
9/5/17 22:00,75941
9/5/17 23:00,77056
9/6/17 0:00,76317
9/6/17 1:00,74286
9/6/17 2:00,69207
9/6/17 3:00,65504
9/6/17 4:00,64323
9/6/17 5:00,64668
9/6/17 6:00,64252
9/6/17 7:00,63576
9/6/17 8:00,58870
9/6/17 9:00,54069
9/6/17 10:00,50804
9/6/17 11:00,49391
9/6/17 12:00,50489
9/6/17 13:00,52198
9/6/17 14:00,53491
9/6/17 15:00,52772
9/6/17 16:00,55996
9/6/17 17:00,61922
9/6/17 18:00,66156
9/6/17 19:00,71877
9/6/17 20:00,73864
9/6/17 21:00,75743
9/6/17 22:00,75306
9/6/17 23:00,76165
9/7/17 0:00,77720
9/7/17 1:00,74887
9/7/17 2:00,72133
9/7/17 3:00,68456
9/7/17 4:00,65237
9/7/17 5:00,65089
9/7/17 6:00,63897
9/7/17 7:00,63544
9/7/17 8:00,60673
9/7/17 9:00,56122
9/7/17 10:00,52298
9/7/17 11:00,51918
9/7/17 12:00,53489
9/7/17 13:00,56100
9/7/17 14:00,58821
9/7/17 15:00,57426
9/7/17 16:00,62398
9/7/17 17:00,64679
9/7/17 18:00,71183
9/7/17 19:00,73501
9/7/17 20:00,72866
9/7/17 21:00,73991
9/7/17 22:00,72138
9/7/17 23:00,72488
9/8/17 0:00,71780
9/8/17 1:00,71383
9/8/17 2:00,72385
9/8/17 3:00,70296
9/8/17 4:00,68197
9/8/17 5:00,70818
9/8/17 6:00,53864
9/8/17 7:00,52021
9/8/17 8:00,52417
9/8/17 9:00,50413
9/8/17 10:00,48233
9/8/17 11:00,45959
9/8/17 12:00,46336
9/8/17 13:00,47914
9/8/17 14:00,48538
9/8/17 15:00,48324
9/8/17 16:00,51149
9/8/17 17:00,56616
9/8/17 18:00,61247
9/8/17 19:00,65545
9/8/17 20:00,66142
9/8/17 21:00,66298
9/8/17 22:00,66663
9/8/17 23:00,64381
9/9/17 0:00,65518
9/9/17 1:00,63715
9/9/17 2:00,63228
9/9/17 3:00,62855
9/9/17 4:00,58699
9/9/17 5:00,55630
9/9/17 6:00,55613
9/9/17 7:00,54212
9/9/17 8:00,53081
9/9/17 9:00,50399
9/9/17 10:00,49539
9/9/17 11:00,46561
9/9/17 12:00,47673
9/9/17 13:00,49049
9/9/17 14:00,51333
9/9/17 15:00,49693
9/9/17 16:00,52873
9/9/17 17:00,58275
9/9/17 18:00,62794
9/9/17 19:00,67411
9/9/17 20:00,67698
9/9/17 21:00,69587
9/9/17 22:00,68900
9/9/17 23:00,68079
9/10/17 0:00,67901
9/10/17 1:00,66860
9/10/17 2:00,66193
9/10/17 3:00,62532
9/10/17 4:00,56369
9/10/17 5:00,52906
9/10/17 6:00,51550
9/10/17 7:00,51248
9/10/17 8:00,50233
9/10/17 9:00,51054
9/10/17 10:00,50789
9/10/17 11:00,48701
9/10/17 12:00,49749
9/10/17 13:00,53582
9/10/17 14:00,56878
9/10/17 15:00,54820
9/10/17 16:00,58235
9/10/17 17:00,60236
9/10/17 18:00,65125
9/10/17 19:00,69820
9/10/17 20:00,71462
9/10/17 21:00,72497
9/10/17 22:00,70822
9/10/17 23:00,70073
9/11/17 0:00,68896
9/11/17 1:00,65598
9/11/17 2:00,62772
9/11/17 3:00,61300
9/11/17 4:00,57008
9/11/17 5:00,52173
9/11/17 6:00,50963
9/11/17 7:00,49751
9/11/17 8:00,49617
9/11/17 9:00,50517
9/11/17 10:00,50064
9/11/17 11:00,47793
9/11/17 12:00,49253
9/11/17 13:00,51918
9/11/17 14:00,53022
9/11/17 15:00,51762
9/11/17 16:00,54646
9/11/17 17:00,60091
9/11/17 18:00,64214
9/11/17 19:00,69587
9/11/17 20:00,72401
9/11/17 21:00,73265
9/11/17 22:00,72764
9/11/17 23:00,73850
9/12/17 0:00,70906
9/12/17 1:00,68406
9/12/17 2:00,67464
9/12/17 3:00,65501
9/12/17 4:00,59121
9/12/17 5:00,54863
9/12/17 6:00,53238
9/12/17 7:00,51941
9/12/17 8:00,51532
9/12/17 9:00,50893
9/12/17 10:00,52206
9/12/17 11:00,51575
9/12/17 12:00,60593
9/12/17 13:00,61463
9/12/17 14:00,64076
9/12/17 15:00,65052
9/12/17 16:00,69354
9/12/17 17:00,75927
9/12/17 18:00,85434
9/12/17 19:00,94922
9/12/17 20:00,95925
9/12/17 21:00,98044
9/12/17 22:00,97987
9/12/17 23:00,95904
9/13/17 0:00,94386
9/13/17 1:00,92753
9/13/17 2:00,88903
9/13/17 3:00,85242
9/13/17 4:00,84487
9/13/17 5:00,84534
9/13/17 6:00,84301
9/13/17 7:00,84427
9/13/17 8:00,77246
9/13/17 9:00,69121
9/13/17 10:00,61657
9/13/17 11:00,60505
9/13/17 12:00,60932
9/13/17 13:00,64968
9/13/17 14:00,68200
9/13/17 15:00,67073
9/13/17 16:00,73888
9/13/17 17:00,78295
9/13/17 18:00,84380
9/13/17 19:00,91018
9/13/17 20:00,94259
9/13/17 21:00,97148
9/13/17 22:00,95351
9/13/17 23:00,94013
9/14/17 0:00,93528
9/14/17 1:00,91860
9/14/17 2:00,83417
9/14/17 3:00,79145
9/14/17 4:00,76244
9/14/17 5:00,76109
9/14/17 6:00,75378
9/14/17 7:00,74238
9/14/17 8:00,71733
9/14/17 9:00,66776
9/14/17 10:00,62455
9/14/17 11:00,59165
9/14/17 12:00,59556
9/14/17 13:00,60350
9/14/17 14:00,61631
9/14/17 15:00,62304
9/14/17 16:00,66371
9/14/17 17:00,74119
9/14/17 18:00,80104
9/14/17 19:00,86566
9/14/17 20:00,87355
9/14/17 21:00,86715
9/14/17 22:00,87447
9/14/17 23:00,88214
9/15/17 0:00,88429
9/15/17 1:00,89350
9/15/17 2:00,85933
9/15/17 3:00,83079
9/15/17 4:00,77549
9/15/17 5:00,76456
9/15/17 6:00,53648
9/15/17 7:00,53129
9/15/17 8:00,52689
9/15/17 9:00,53511
9/15/17 10:00,53958
9/15/17 11:00,50045
9/15/17 12:00,50666
9/15/17 13:00,51556
9/15/17 14:00,53754
9/15/17 15:00,51705
9/15/17 16:00,54828
9/15/17 17:00,59551
9/15/17 18:00,65913
9/15/17 19:00,72317
9/15/17 20:00,75608
9/15/17 21:00,75325
9/15/17 22:00,77870
9/15/17 23:00,76236
9/16/17 0:00,71941
9/16/17 1:00,70362
9/16/17 2:00,69066
9/16/17 3:00,65217
9/16/17 4:00,59476
9/16/17 5:00,54351
9/16/17 6:00,53036
9/16/17 7:00,52465
9/16/17 8:00,52530
9/16/17 9:00,54361
9/16/17 10:00,53824
9/16/17 11:00,50836
9/16/17 12:00,52460
9/16/17 13:00,55659
9/16/17 14:00,58225
9/16/17 15:00,55959
9/16/17 16:00,60244
9/16/17 17:00,63111
9/16/17 18:00,69430
9/16/17 19:00,75056
9/16/17 20:00,76626
9/16/17 21:00,79602
9/16/17 22:00,76787
9/16/17 23:00,75486
9/17/17 0:00,74700
9/17/17 1:00,73272
9/17/17 2:00,69811
9/17/17 3:00,66879
9/17/17 4:00,58748
9/17/17 5:00,54349
9/17/17 6:00,53757
9/17/17 7:00,52188
9/17/17 8:00,52195
9/17/17 9:00,52807
9/17/17 10:00,53250
9/17/17 11:00,49990
9/17/17 12:00,50255
